day,Komkommer,Courgette,SnoepVegetable tomaat,Paprika Mix,Paprika,Geschrapte worteltjes,Basis Sperziebonen,Basis Rode kool met appel,Basis worteltjes fijn,Basis erwten zeer fijn,Basis sperziebonen,Biologische courgette,Biologische Bloemkool,Biologische knoflook,Biologische pompoen,Biologische kikkererwten,Biologische prei,Biologische rode kool,Biologische cherry tomaten,Biologische brocolli,Boerenkool gesneden,Spruiten,Witlof,Rucola,Nasi bami Vegetable,Snijbonen,Buitenbeentjes puntpaprika,Basis Maiskorrels,Wortelen,Pompoen stukjes,Verse zuurkool,Buitenbeentjes komkommer,Buitenbeentjes paprika,SnoepVegetable worteltjes,WokVegetable thais,Mandarijenen,Bananen,Chiquita bananen,Pitloze witte druiven,Zoete kleine appeltjes,Pink lady appels,Pitloze rode druiven,Elstar,Conference,Biologische banane,Citroenen,Mango,Blauwe bessen,Aardbeien,Jonagold,Mandarijnen groot,Mango eetrijp,Buitenbeetjes appels,Limoenen,Granny smith,Grapefruit rood,Kanzi appelen,Basis annanasstukjes,Biologisch wilde bosbes,Biologische rozijnen,Biologische santana appelen,Pitloze druivenmix,Biologische sinaasappelen,Aardbeien ontkroond,Rundergehakt,Gerookte spekreepjes,Spekreepjes,Mini gourmet hamburgers,Unox Gelderse rookworst,Half om half gehakt,Slavinken,Mini biefstukjes,Rundersoepballetjes,Hamburgers,Mini gourmet kipsatespiesjes,Unox Magere rookworst,Biologische spekreepjes,Sappige gelders rookworst,Biologisch rundergehakt,Varkensbraadworst,Runder riblap Iers,rundergehakt,gerookt onbijtspek,rundervinken,half of half gehakt,Gekruide runderchipolata,Mini gourmet slavink,Mini gourmet varkenshaas,Zigeuner gehaktschnitzel,Veluwse rookworst fijn,Runderbraadworst,Spekblokjes,biologische Hamburger,Mager rundergehakt,Biologische gerookte ontbijtspek,Biefstuk,Biologische runderchipolata,Biologische rundersoepballetjes,Kipblokjes,Kipfilet naturel,Krokante Kipfiletschnitzel,Kipfilet,Zaans volkoren heel,Tijger bruin heel,Zaans volkoren half,meergranen volkoren half,Walkdorn heel,Zaans bruin heel,Tijger volkoren half,Tijger volkoren heel,Mais half,Tijger bruin half,Volkoren heel,Meergranen volkoren heel,Tijger wit half,Vloerbrood meergranen,Vloerbrood volkoren ,Casino wit half,Tijger wit heel,Bruin heel,Zaanse sijnder bruin half,Boerenvolkoren sesam heel,Steiv spelt gesneden,Krenten- en rozijnenbrood half,Zaans volkoren ,Atkins laag koolhydraat volkoren brood half,Bolletje Fries roggebrood,Kaneelbroodjes,Biologisch Vloerbrood meerzaden heel,Basic meergranen heel,Basic wit heel,Basic casino half,Basic volkoren heel,Biologisch volkoren heel,Biologisch bruin heel,Glutenvrij bruin,Muesli-notenbrood,Basic roggebrood,Melkbroodjes,Krenten rozijnenwegge,Amandelkrans,Roomboter chocolade brood,Chinois brioche,Vanille muffins (vers),Basic chocolate chip cookies,Oreo,Bakkersspeculaas,Eierkoeken,Ribbelchips naturel,Ribbelchips paprika,Doritos sweet chili
35,10,5,-16,-6,-11,4,21,-137,15,11,14,29,10,27,19,29,35,27,27,34,5,43,-1,36,0,-18,9,-111,-9,18,2,-6,5,12,-1,6,-4,-9,-1,9,5,-3,-1,-9,-1,4,32,-27,-7,-4,11,-4,4,12,-7,7,-15,-12,2,11,0,-8,2,-19,-1,-6,-5,-2,2,3,2,2,4,-2,7,9,-5,-1,1,-5,3,2,2,6,-1,-2,-5,6,-4,-7,-6,8,2,12,-3,9,3,5,5,-3,-5,3,15,9,6,20,7,0,19,-8,5,5,0,5,6,-10,6,11,5,8,-6,-2,12,1,5,10,-5,12,36,-29,17,5,-22,30,24,6,17,-13,-3,-7,3,10,-3,32,18,408,4,17,4,4,-151
38,-5,-4,1,3,3,4,4,-8,27,1,1,8,-6,8,4,6,1,-3,3,22,10,31,5,40,-6,1,8,-7,-4,-3,-1,-5,30,6,8,9,10,-1,4,6,5,-4,-14,-7,15,4,17,34,4,-5,12,3,-3,20,-1,13,-7,13,-3,21,9,-5,6,-12,6,5,5,-5,0,3,1,8,12,9,5,5,3,11,-2,-3,15,-8,3,9,-3,18,-5,4,12,0,7,6,6,7,2,7,0,2,0,1,14,5,7,-1,-3,3,2,4,0,-2,1,-11,13,11,9,5,6,3,-8,-6,-6,8,-6,12,6,9,-11,4,40,6,14,-8,11,16,36,7,-2,-2,8,3,3,9,11,-27,-13,-123,-10,2,-4,-7,-386
42,24,26,1,0,0,-5,19,34,-1,8,5,26,45,27,42,24,32,23,19,7,10,-4,18,4,5,12,21,33,5,23,6,7,2,20,2,-2,8,0,0,3,-1,3,1,-8,10,3,2,10,-4,-6,2,1,5,4,5,2,-11,20,5,3,6,3,1,0,6,3,9,-1,4,2,5,-1,-5,4,4,6,0,3,0,0,8,2,4,2,6,2,3,2,4,1,3,0,-2,-2,3,2,-2,2,5,6,1,9,1,8,12,4,11,8,4,0,9,11,7,0,6,2,-1,10,10,3,8,18,8,6,2,4,-2,4,-8,25,15,8,13,17,18,4,5,23,1,14,-3,4,1,23,14,27,13,19,8,6,24
45,-1,-6,-1,-2,0,-3,-2,0,0,-3,-3,0,0,0,0,-1,-1,-1,0,0,-2,-3,-5,-1,-3,-6,-1,-2,-2,-1,-3,-1,-4,-2,-4,-1,-3,-2,-2,-4,0,-1,0,-2,19,-2,-1,-4,0,-1,-2,5,-4,-2,-3,0,-1,-11,1,13,9,0,1,-5,-4,6,2,0,0,-1,3,0,-1,-1,-3,0,1,0,1,-1,-2,-3,1,5,-1,-2,-2,0,0,0,-3,-1,-1,0,0,-2,1,-1,5,8,-1,0,6,-1,1,-2,5,0,3,-1,0,8,8,-2,-1,6,0,9,-1,4,4,6,5,8,7,6,8,0,-19,7,-1,-6,6,13,28,0,0,4,5,-2,3,0,8,-9,-4,-536,-5,-10,-4,-5,-5
49,29,2,0,0,2,13,18,12,3,1,16,32,33,25,28,26,20,30,25,49,0,2,5,1,1,4,18,16,2,25,21,27,3,27,13,2,0,1,0,3,1,1,2,0,11,0,0,1,0,0,1,12,1,0,1,0,13,7,17,16,20,0,13,2,0,1,2,0,3,0,7,1,1,1,3,0,4,2,7,0,2,1,0,1,1,3,0,0,0,0,1,1,4,0,0,0,0,3,0,4,1,0,9,1,9,0,8,6,0,12,5,17,10,1,1,14,9,3,0,4,8,7,0,11,13,0,10,1,24,13,11,5,12,23,20,13,0,18,8,13,6,7,8,5,2,7,2,5,3,0,4
52,-3,-1,0,0,-2,0,-2,-1,-3,-1,-1,0,0,-2,-3,0,0,0,0,-2,0,-2,-5,-1,-1,-4,-2,-2,-2,-4,0,-1,-3,-2,0,-2,0,-1,1,-3,-1,-1,2,2,0,0,0,-1,0,0,-1,4,-1,0,-1,0,7,-5,13,9,10,0,5,7,0,-1,5,0,-3,0,-3,1,2,-1,2,0,2,-2,5,0,-2,0,4,0,-1,-3,0,0,0,0,-1,-1,4,0,0,0,0,3,0,6,-1,0,5,-1,-1,0,9,-2,1,0,4,-3,-1,-1,0,-1,0,15,0,1,-1,3,1,5,-1,0,-1,-1,22,0,2,3,8,-1,5,0,0,-1,0,-4,-2,-1,-2,-5,-2,-5,-2,-5,-3,0,-4
56,21,2,12,4,0,17,27,32,1,3,32,25,32,18,19,25,35,31,23,19,4,3,2,24,0,-2,27,31,9,19,19,28,2,39,26,-1,0,-1,4,1,0,1,15,7,17,0,1,1,0,5,2,13,1,4,0,3,17,12,11,16,12,3,3,18,-1,1,4,2,3,3,4,2,-2,3,-5,0,0,1,3,0,1,1,0,3,1,2,0,-3,2,1,0,4,2,0,0,-1,3,5,1,2,1,-1,11,6,5,9,16,8,6,2,-1,5,2,2,3,-1,0,17,2,7,5,11,6,4,0,0,1,4,26,0,14,21,18,29,23,3,2,12,1,12,1,3,3,5,6,12,3,16,4,5,6
59,7,7,1,10,-8,0,5,-6,19,-2,-4,21,7,0,0,6,2,0,4,5,3,-8,2,-16,-4,-2,0,3,2,4,0,-6,4,-7,-11,1,-7,-5,-7,-6,-3,5,13,-5,4,-2,5,-10,-22,-14,0,3,-8,1,6,-2,4,-8,9,6,3,3,1,-1,-3,0,3,-6,-1,-2,0,5,4,-4,0,-2,-2,4,-8,0,-7,4,2,2,4,6,4,1,6,-5,0,1,1,-6,0,2,-1,0,1,8,-3,-5,5,-1,0,-3,0,-4,7,0,6,-1,-4,-2,11,0,-5,7,-3,4,7,4,-8,-3,-8,4,-1,1,17,-11,7,-12,0,20,25,12,3,11,-5,-2,0,11,-5,-33,-7,32,6,-1,-3,-7,-36
63,17,-3,8,-4,10,25,18,32,1,17,20,-5,32,3,20,18,34,30,25,24,-1,0,-4,29,-8,-4,11,21,-7,34,7,17,-12,23,9,6,-14,-2,-1,-9,4,-2,-1,1,7,-16,11,16,-4,8,5,-1,-15,-1,4,12,6,-18,10,5,4,5,15,-2,11,-4,-2,1,-1,4,9,-5,2,0,-3,-1,-1,24,5,-5,-12,-1,9,4,5,-5,1,4,9,-7,3,4,5,3,-3,6,-1,5,3,-1,3,-2,4,9,3,8,2,11,17,-4,7,21,1,-4,3,-2,15,11,7,2,-4,-1,-4,7,-5,0,15,-1,31,1,17,19,14,23,10,9,2,17,9,-1,5,10,16,20,5,27,9,32,-1,1,82
66,-6,0,7,-15,-12,-11,1,-8,4,4,-5,5,1,9,5,6,-2,-3,-2,2,-1,-9,5,4,3,-3,-5,11,-1,38,1,19,-4,1,-22,9,9,-4,5,8,18,4,-15,-9,9,0,12,7,1,-18,-10,3,-3,11,4,4,11,-28,7,5,17,7,5,-19,-25,-5,2,1,3,4,3,5,4,3,3,-7,-7,14,9,3,-1,-8,-6,13,4,4,-11,-14,-3,-8,6,-4,-3,4,-5,-6,2,4,-9,-3,10,2,-12,7,10,6,-3,3,5,2,20,10,11,5,6,14,3,5,4,5,0,7,-10,12,-9,10,9,6,43,-6,-5,-3,-22,14,38,3,13,1,13,19,-2,-4,5,-51,-17,-23,-23,-68,-10,9,30
70,11,1,11,1,10,24,2,31,-1,20,15,25,23,11,24,25,25,34,33,25,0,3,12,9,15,7,27,5,15,6,1,14,7,30,16,1,12,11,-1,6,4,0,20,16,1,15,2,-1,4,19,3,-4,6,7,10,-2,17,19,14,11,8,3,16,8,8,6,0,5,1,5,3,4,6,2,12,7,1,5,1,8,0,2,6,-3,-7,4,-1,3,2,1,1,3,3,1,6,3,0,5,5,8,0,-1,11,4,-2,-3,5,10,1,7,3,5,3,4,5,3,7,9,1,6,5,7,8,5,-1,-7,0,4,9,10,19,8,4,20,21,7,0,9,0,9,5,2,2,8,10,-3,0,-12,15,3,32
73,-2,0,-1,-2,0,-2,-1,-3,0,-1,-1,-1,-2,0,-1,-2,-1,0,0,-1,-3,0,0,-3,-2,-2,-4,0,-2,0,-1,-2,-1,-1,-1,-2,-1,-2,-1,1,-1,-3,4,3,1,-2,0,-2,-2,-1,0,0,0,0,-2,0,12,-5,5,7,4,-1,2,-2,0,-1,1,7,-2,2,-2,0,3,0,9,-2,0,1,3,-3,0,0,0,-1,9,0,0,0,0,0,-2,0,0,5,-1,-2,0,0,1,9,-1,0,6,-1,3,4,0,-5,0,-3,0,0,-1,9,-1,0,0,0,-1,2,8,4,3,-2,0,5,2,0,15,0,1,8,3,20,16,1,0,0,-1,0,0,0,0,-4,-2,-5,-4,-3,-5,-2,-6
77,8,1,4,1,0,16,12,17,2,21,2,24,21,3,26,10,31,25,18,18,2,4,12,17,4,19,4,21,20,2,5,3,2,20,3,0,0,2,2,0,3,2,21,8,14,0,0,2,1,4,3,1,1,3,0,1,15,6,3,5,9,1,13,0,4,5,1,3,0,3,1,0,0,1,14,1,0,0,1,1,1,2,1,1,7,1,0,0,2,1,1,1,0,2,0,2,0,2,0,1,1,0,8,0,4,0,5,7,3,1,2,1,1,0,2,0,0,10,2,0,3,3,1,0,2,0,0,0,24,1,19,15,14,22,16,4,3,17,16,2,0,3,0,18,9,15,5,15,5,6,9
80,0,-1,-2,-1,0,-1,-1,-1,-2,-2,-1,-1,0,0,0,-1,0,0,0,0,-2,-4,0,-3,-4,-3,-2,-1,-1,-2,-5,-3,-1,-1,-3,0,0,-2,-2,0,-2,-2,7,0,6,0,0,-2,-1,-1,-3,-1,-1,-3,0,0,-1,-6,5,11,1,-1,10,0,-4,-5,3,-1,0,8,-1,0,0,0,2,-1,1,0,1,0,-1,-2,0,-1,0,1,0,0,-1,-1,-1,-1,0,3,0,-2,0,3,0,9,-1,0,4,4,-1,0,-1,0,5,-1,-2,1,-1,0,1,2,0,5,3,0,-2,-1,1,0,0,1,0,0,19,-1,-2,-1,-1,19,6,1,-2,11,1,-1,0,-2,3,-18,-7,-15,-4,-14,-5,-6,-9
84,19,1,10,5,3,16,28,2,20,19,21,25,23,16,30,6,15,33,21,29,5,4,19,7,6,13,11,23,25,2,1,19,5,27,3,1,3,0,2,3,1,0,5,6,16,2,0,3,1,1,1,1,0,3,3,2,13,15,10,16,0,4,18,1,2,0,0,1,0,2,3,0,0,4,3,0,2,1,4,4,2,1,2,0,2,1,2,1,1,3,1,1,0,4,1,0,0,0,0,0,1,1,6,0,15,0,2,18,7,1,1,10,9,1,5,6,2,9,9,4,3,3,8,4,9,8,3,7,33,5,17,8,12,22,17,3,3,18,5,3,0,0,1,4,5,10,7,27,10,5,14
87,2,2,9,6,-6,-2,-2,-1,0,-2,4,1,3,-1,-1,2,8,2,0,3,-3,-3,-3,9,-5,-4,8,7,-2,0,4,-3,-5,5,-4,-2,1,1,-3,-4,-7,2,17,1,-2,-4,2,5,5,5,5,1,3,-2,0,-4,-1,-7,5,13,12,3,12,0,2,4,5,-3,-2,-1,-1,5,4,0,7,1,1,-1,2,3,-5,-6,6,0,6,5,-3,-2,0,0,-1,1,1,5,0,3,2,3,-4,3,0,-4,-1,-1,-4,-2,-2,-4,5,6,-2,-2,0,2,7,1,-4,-2,2,-1,1,4,-6,-1,-3,-5,-3,0,1,4,-5,17,0,9,6,1,4,16,2,7,-1,-1,-5,-21,-2,-18,-7,-2,-8,-11,-8
91,-1,4,4,3,1,18,22,33,10,18,23,18,12,30,21,9,26,31,17,17,-16,14,3,9,-5,22,-3,31,17,12,2,9,-1,24,-5,-2,-2,-7,5,8,-1,1,10,15,12,1,-10,-2,18,12,1,-7,1,0,-6,2,15,44,13,4,10,-11,8,14,-1,-10,3,10,-8,9,7,-3,2,0,-4,-9,0,0,3,3,8,5,11,1,1,3,0,-6,7,2,3,-1,0,8,-2,-3,1,3,-2,2,6,6,5,5,6,19,4,7,12,-3,6,4,14,2,2,4,4,6,25,-1,-9,7,13,15,4,13,7,10,22,26,9,25,13,27,19,14,2,30,4,6,-3,-7,6,20,18,20,7,42,18,21,20
94,-23,-4,9,0,-3,27,-15,6,0,-6,-16,3,-5,-5,0,-11,-10,-9,3,-5,8,-9,-13,8,-1,-15,7,-7,5,5,2,3,0,8,19,6,6,-7,6,-2,3,-2,-2,-4,7,-1,-4,-25,19,4,6,2,13,-4,10,-3,-9,-6,14,-8,17,6,2,-10,-3,1,0,-5,-10,-3,0,-7,2,-1,0,8,-3,-1,5,5,-9,-4,17,8,8,-10,3,6,-3,7,4,5,-4,-3,3,0,-3,3,-2,2,0,-3,-6,-3,10,8,12,-9,2,-7,12,-1,-5,7,4,4,0,-5,7,-3,16,15,-6,6,0,-1,0,-1,25,10,-18,-7,6,4,32,4,-1,5,-1,1,0,4,6,4,-20,-14,-14,-6,-10,-17,-71
98,29,15,18,0,-6,-1,22,15,23,42,19,31,17,17,32,29,29,28,26,24,13,-5,21,13,-15,14,3,33,-5,15,5,17,1,10,-6,-2,-1,-10,6,1,8,-16,-1,-13,3,2,3,-10,-6,-1,14,-13,3,7,6,0,9,44,13,14,4,3,17,5,6,3,9,-9,10,9,12,8,0,9,10,-6,-2,1,-1,24,-1,-4,11,2,-4,4,8,-2,5,-1,6,19,3,7,4,3,-1,1,2,1,2,4,0,0,9,3,2,10,0,1,6,-3,12,10,6,7,9,11,-4,7,1,8,16,-2,9,3,3,8,15,2,18,32,20,5,10,16,4,38,5,12,4,-2,4,51,-1,55,17,40,33,25,44
101,-1,5,-3,-3,-4,1,-2,-2,-9,-4,-1,-1,-2,-4,-4,0,-4,-1,-3,-1,-1,0,-7,-5,0,-6,-5,1,-5,1,-13,-1,-5,-5,-2,-8,-8,-2,2,-2,-1,-4,2,2,3,-1,-1,-3,-3,-5,0,-3,0,0,1,-5,2,-17,9,9,4,-1,13,0,-2,-1,-4,0,-7,5,-4,-5,-6,-1,0,0,2,-1,9,-1,-2,0,2,-2,-1,-3,-2,-1,0,-3,2,5,0,-2,1,0,-1,0,-1,-2,-1,2,1,5,6,-2,-3,-2,0,4,1,-1,-6,3,0,3,2,11,1,5,2,-3,0,-1,6,0,-2,1,22,13,9,5,-2,26,13,-2,0,-1,-2,2,-1,4,-1,-9,-6,-10,-5,-14,-9,3,-7
105,2,4,2,0,3,2,15,32,0,26,8,23,24,23,29,18,14,28,23,39,2,7,11,26,2,26,3,15,20,3,4,26,3,18,12,1,1,1,1,1,3,1,7,13,4,0,0,0,1,1,1,0,2,0,1,1,6,35,9,5,12,1,10,6,0,0,1,2,1,0,0,1,2,0,13,2,2,1,0,2,0,0,0,0,0,1,0,0,2,2,1,1,0,8,1,0,0,2,0,4,1,5,4,4,2,7,1,1,7,4,0,1,1,0,2,0,2,1,10,14,5,7,2,0,12,9,0,1,27,13,23,11,0,17,7,6,1,9,6,0,0,7,1,8,1,5,3,4,1,4,6
