day,Komkommer,Courgette,SnoepVegetable tomaat,Paprika Mix,Paprika,Geschrapte worteltjes,Basis Sperziebonen,Basis Rode kool met appel,Basis worteltjes fijn,Basis erwten zeer fijn,Basis sperziebonen,Biologische courgette,Biologische Bloemkool,Biologische knoflook,Biologische pompoen,Biologische kikkererwten,Biologische prei,Biologische rode kool,Biologische cherry tomaten,Biologische brocolli,Boerenkool gesneden,Spruiten,Witlof,Rucola,Nasi bami Vegetable,Snijbonen,Buitenbeentjes puntpaprika,Basis Maiskorrels,Wortelen,Pompoen stukjes,Verse zuurkool,Buitenbeentjes komkommer,Buitenbeentjes paprika,SnoepVegetable worteltjes,WokVegetable thais,Mandarijenen,Bananen,Chiquita bananen,Pitloze witte druiven,Zoete kleine appeltjes,Pink lady appels,Pitloze rode druiven,Elstar,Conference,Biologische banane,Citroenen,Mango,Blauwe bessen,Aardbeien,Jonagold,Mandarijnen groot,Mango eetrijp,Buitenbeetjes appels,Limoenen,Granny smith,Grapefruit rood,Kanzi appelen,Basis annanasstukjes,Biologisch wilde bosbes,Biologische rozijnen,Biologische santana appelen,Pitloze druivenmix,Biologische sinaasappelen,Aardbeien ontkroond,Rundergehakt,Gerookte spekreepjes,Spekreepjes,Mini gourmet hamburgers,Unox Gelderse rookworst,Half om half gehakt,Slavinken,Mini biefstukjes,Rundersoepballetjes,Hamburgers,Mini gourmet kipsatespiesjes,Unox Magere rookworst,Biologische spekreepjes,Sappige gelders rookworst,Biologisch rundergehakt,Varkensbraadworst,Runder riblap Iers,rundergehakt,gerookt onbijtspek,rundervinken,half of half gehakt,Gekruide runderchipolata,Mini gourmet slavink,Mini gourmet varkenshaas,Zigeuner gehaktschnitzel,Veluwse rookworst fijn,Runderbraadworst,Spekblokjes,biologische Hamburger,Mager rundergehakt,Biologische gerookte ontbijtspek,Biefstuk,Biologische runderchipolata,Biologische rundersoepballetjes,Kipblokjes,Kipfilet naturel,Krokante Kipfiletschnitzel,Kipfilet,Zaans volkoren heel,Tijger bruin heel,Zaans volkoren half,meergranen volkoren half,Walkdorn heel,Zaans bruin heel,Tijger volkoren half,Tijger volkoren heel,Mais half,Tijger bruin half,Volkoren heel,Meergranen volkoren heel,Tijger wit half,Vloerbrood meergranen,Vloerbrood volkoren ,Casino wit half,Tijger wit heel,Bruin heel,Zaanse sijnder bruin half,Boerenvolkoren sesam heel,Steiv spelt gesneden,Krenten- en rozijnenbrood half,Zaans volkoren ,Atkins laag koolhydraat volkoren brood half,Bolletje Fries roggebrood,Kaneelbroodjes,Biologisch Vloerbrood meerzaden heel,Basic meergranen heel,Basic wit heel,Basic casino half,Basic volkoren heel,Biologisch volkoren heel,Biologisch bruin heel,Glutenvrij bruin,Muesli-notenbrood,Basic roggebrood,Melkbroodjes,Krenten rozijnenwegge,Amandelkrans,Roomboter chocolade brood,Chinois brioche,Vanille muffins (vers),Basic chocolate chip cookies,Oreo,Bakkersspeculaas,Eierkoeken,Ribbelchips naturel,Ribbelchips paprika,Doritos sweet chili
35,43,26,37,27,37,30,18,38,28,19,20,15,9,14,15,15,12,9,12,13,25,18,30,17,32,42,31,17,33,31,29,34,35,30,24,19,18,27,21,14,21,22,19,16,15,19,20,57,27,20,13,25,21,11,26,17,30,120,19,20,18,19,10,37,22,14,20,17,32,9,15,9,12,15,6,10,7,15,7,12,10,23,10,10,15,20,15,14,14,22,16,8,3,17,6,12,2,2,6,20,15,16,10,10,16,13,14,17,10,32,17,15,20,16,23,24,13,21,9,16,24,21,12,14,19,17,21,15,21,22,22,23,31,23,17,12,14,29,18,30,23,12,20,83,32,109,26,95,31,28,128
38,36,30,34,33,25,31,20,26,28,26,26,11,15,7,7,10,13,13,11,11,33,28,31,24,42,26,26,32,32,27,30,37,31,30,32,30,24,22,27,18,30,31,41,29,11,18,18,35,20,29,22,15,23,16,23,23,30,125,24,10,17,25,17,42,36,13,10,23,34,12,16,12,10,16,12,15,4,8,8,19,8,15,13,9,20,6,11,15,9,12,14,10,0,15,4,16,7,5,14,17,6,14,19,20,21,17,16,20,21,22,17,29,8,19,8,14,21,15,25,21,24,15,22,15,17,14,22,17,17,22,20,22,23,31,21,14,23,26,17,14,16,15,14,143,31,106,40,113,33,35,118
42,13,26,15,20,10,27,21,18,21,29,30,8,2,7,8,4,7,9,15,4,39,22,20,24,19,37,15,13,30,28,18,10,17,18,19,18,14,23,24,16,11,16,16,25,7,14,16,29,23,18,23,9,25,7,15,14,27,78,6,9,16,16,7,18,26,13,8,9,30,7,11,13,15,10,13,0,3,15,5,15,5,6,9,10,12,12,9,11,10,11,12,9,6,15,1,14,4,3,11,9,8,12,14,11,10,13,9,11,11,12,13,9,8,17,28,14,15,9,19,18,11,8,15,9,10,13,10,4,18,19,21,22,29,27,6,12,12,19,14,15,12,10,15,90,26,86,30,95,35,35,89
45,22,47,26,35,22,25,25,30,17,20,21,11,9,8,13,14,20,8,17,10,59,19,36,28,36,48,29,29,32,28,27,24,33,21,23,28,26,31,18,30,21,21,9,26,9,18,24,44,11,20,29,24,22,32,25,26,22,103,19,8,15,31,17,33,18,9,18,13,32,16,10,17,18,16,20,4,4,14,6,17,18,14,12,12,21,10,15,15,18,9,14,13,5,14,9,24,3,6,10,9,14,32,14,18,20,23,12,21,17,19,19,11,15,18,29,10,15,20,33,13,14,16,15,14,13,18,9,8,24,22,31,33,24,29,25,14,15,22,13,21,17,14,9,112,26,105,50,104,33,24,87
49,27,37,16,30,27,31,23,27,18,27,28,12,9,21,18,9,12,14,8,17,15,35,61,19,33,34,27,25,23,26,22,21,27,27,30,35,19,20,23,24,18,21,15,21,18,18,20,44,32,15,25,23,40,16,45,21,13,140,18,11,12,16,16,15,19,24,10,13,27,14,12,14,17,17,14,19,2,16,4,18,14,7,12,17,18,16,13,16,13,14,15,12,1,18,5,18,5,4,23,15,10,15,14,12,15,12,15,16,23,11,18,8,13,14,19,18,15,11,15,19,16,17,18,13,13,30,14,17,21,24,21,30,23,39,39,16,19,31,9,14,23,19,17,107,36,124,49,101,30,31,113
52,31,43,25,29,29,27,17,26,31,26,21,11,12,21,25,10,11,9,16,18,15,29,54,27,29,34,21,29,35,29,27,28,32,27,24,23,22,24,19,25,19,21,16,11,22,24,14,43,32,18,30,22,42,17,41,25,25,124,9,14,7,18,20,17,19,17,13,13,35,11,16,12,13,8,14,19,3,11,8,10,11,21,20,13,16,10,11,19,21,14,16,17,1,15,3,19,3,3,11,9,15,12,15,21,21,16,13,20,13,22,17,20,19,17,14,24,17,5,22,14,17,15,19,14,19,22,14,17,23,15,30,21,23,24,35,22,15,32,4,19,20,15,14,116,38,86,46,112,43,39,86
56,19,13,26,37,34,27,16,14,43,18,15,19,5,12,9,12,8,12,10,13,27,25,22,19,30,27,27,15,27,25,26,19,39,16,25,28,23,11,17,24,26,14,15,26,6,23,12,34,20,18,23,22,26,11,28,16,18,97,11,6,17,22,15,17,33,15,10,13,34,11,19,12,16,10,27,19,4,9,7,11,16,18,21,15,13,12,23,30,17,8,9,16,4,13,4,19,1,1,19,14,12,13,6,7,13,8,14,13,17,17,14,18,22,23,10,15,18,12,13,15,12,16,20,22,13,9,17,12,24,29,22,23,29,17,16,13,15,17,11,15,24,13,15,84,39,160,43,141,34,40,58
59,27,28,34,36,51,23,21,25,16,23,28,26,8,19,18,15,9,15,13,16,31,44,36,34,36,27,35,23,28,28,36,31,31,33,46,31,28,38,29,28,29,25,14,25,21,26,31,50,41,34,26,21,31,24,35,29,20,135,15,21,20,32,27,28,29,15,15,20,35,10,12,13,13,21,19,21,9,12,18,16,13,12,14,16,14,13,19,18,9,17,17,13,4,15,8,15,7,6,9,16,15,16,26,25,19,21,21,15,9,18,21,19,20,18,17,18,17,12,26,18,12,22,19,18,12,5,17,22,31,42,27,40,26,32,27,10,17,28,21,18,20,10,18,118,41,126,34,123,38,37,105
63,24,28,32,25,25,21,22,20,22,24,17,15,7,9,18,9,5,8,8,7,30,24,28,22,32,40,24,21,29,26,27,27,29,20,32,15,25,17,22,22,22,21,30,26,15,30,16,39,20,21,21,28,32,23,27,18,23,116,13,17,20,21,8,28,21,15,15,12,28,12,5,20,13,15,19,11,4,13,11,24,18,14,13,9,11,18,10,9,6,23,10,11,4,12,6,9,5,0,8,19,11,12,14,5,20,12,17,16,14,23,14,12,18,22,9,18,14,13,12,15,24,18,19,11,13,12,7,12,14,24,23,23,18,25,20,12,10,27,9,16,15,11,9,80,28,88,27,69,44,29,97
66,39,32,33,42,39,39,28,25,28,23,29,16,16,10,10,10,21,16,13,17,37,38,25,34,32,29,35,24,37,29,29,36,30,26,54,21,21,35,22,24,20,27,41,32,13,26,20,50,32,41,27,24,24,14,18,21,20,148,19,24,15,24,20,46,51,18,16,16,37,12,15,10,14,15,18,19,13,12,8,8,11,17,17,10,12,11,18,27,14,16,12,25,7,12,8,20,4,4,22,15,14,12,28,17,20,18,23,19,12,22,10,14,19,17,19,10,22,23,20,19,19,15,29,19,17,15,14,18,27,40,31,41,30,37,26,17,18,32,18,12,22,22,11,144,46,117,48,148,37,38,116
70,29,35,26,29,26,25,36,23,26,26,27,15,8,16,14,9,9,4,6,9,30,24,29,27,23,30,23,29,20,24,53,20,22,18,37,13,16,23,23,19,16,32,10,17,22,29,15,25,18,24,18,19,43,20,25,19,11,118,14,10,15,20,14,32,23,12,16,11,29,12,14,16,8,20,10,28,3,16,9,12,12,16,13,17,22,14,18,13,11,11,18,18,4,10,5,16,7,0,12,7,19,8,12,17,17,20,15,14,17,18,19,14,19,12,18,20,12,14,18,13,11,14,14,22,13,22,11,17,21,30,26,23,21,15,22,16,13,26,20,12,15,20,18,117,33,127,47,112,48,35,140
73,30,31,32,30,37,35,26,22,18,25,41,13,16,30,17,15,15,18,23,20,45,17,30,29,53,31,35,32,32,26,54,35,34,30,47,26,32,50,26,25,23,31,21,19,11,65,30,49,28,23,44,24,32,28,32,28,16,128,13,17,19,23,19,43,31,24,19,16,46,16,21,15,13,16,11,29,7,14,11,23,21,16,18,18,13,17,16,16,8,14,20,16,5,13,8,22,4,7,18,14,9,20,17,26,22,20,20,21,19,25,18,21,21,18,26,23,16,16,23,24,19,25,16,23,24,20,22,15,26,15,22,26,24,31,28,17,21,33,9,19,20,20,20,109,25,111,26,86,55,25,146
77,31,27,36,31,21,14,15,35,17,20,22,18,16,16,11,28,7,12,10,15,36,16,26,23,24,25,30,17,15,27,63,25,25,23,23,25,16,24,32,16,25,21,8,21,12,20,23,47,20,26,12,42,23,27,25,18,17,131,25,20,15,22,10,20,30,31,14,11,34,9,14,10,30,18,8,13,4,12,5,11,12,16,16,15,8,11,20,7,20,14,18,10,5,13,5,13,6,2,15,10,13,15,11,11,14,21,15,16,12,17,20,12,14,28,13,12,22,12,16,18,16,19,22,16,13,17,12,17,26,24,23,25,24,19,25,17,18,19,11,15,20,16,11,132,35,106,46,117,30,47,100
80,29,31,37,32,29,30,21,42,19,27,19,14,14,20,11,23,18,9,15,9,21,36,27,39,38,32,29,23,25,41,68,19,38,28,36,29,21,35,39,27,33,28,22,26,20,29,23,44,24,20,34,40,30,19,26,25,28,158,21,9,14,25,16,27,34,35,14,24,27,16,17,14,23,12,16,12,3,9,12,10,10,18,13,11,19,13,14,13,16,18,15,6,5,12,1,12,4,6,37,11,13,13,17,15,14,17,22,9,19,19,16,16,14,23,15,17,19,18,14,25,17,20,10,19,19,16,8,15,20,29,30,33,34,30,38,27,13,23,18,16,20,25,23,116,42,113,40,102,36,42,97
84,30,19,30,31,27,27,15,31,18,28,26,16,15,19,18,16,21,8,18,16,33,34,29,26,28,26,56,27,25,23,33,22,30,19,37,23,15,19,15,22,23,20,20,23,12,24,20,63,22,27,18,15,19,24,27,20,21,129,14,15,14,22,7,27,24,19,14,12,34,16,14,7,8,34,15,12,4,14,4,11,12,16,12,29,13,29,12,20,11,14,16,9,2,11,1,10,4,4,20,18,13,17,20,12,20,23,19,18,11,13,23,17,16,19,14,15,15,13,15,13,21,16,16,15,14,20,15,11,32,54,10,15,52,35,36,11,20,16,13,18,20,19,17,87,34,80,41,187,23,40,78
87,40,31,29,53,35,34,20,29,28,28,18,16,13,11,15,12,9,13,15,14,33,23,36,32,39,32,52,18,31,30,29,36,33,27,27,25,29,25,27,31,41,30,18,15,24,31,20,60,19,19,26,20,26,25,19,31,23,132,13,10,14,19,14,20,19,15,11,14,29,7,18,11,13,23,15,9,3,10,11,14,15,18,11,22,10,21,14,16,12,15,12,13,7,13,4,13,4,3,22,12,14,14,22,5,18,21,20,25,20,16,17,25,14,12,13,19,25,21,17,21,16,20,21,14,24,22,15,19,36,35,12,20,39,24,25,15,20,14,20,15,21,17,19,97,36,104,37,200,47,41,106
91,25,31,32,29,33,30,20,22,26,18,19,18,21,8,13,16,10,10,14,16,32,24,34,22,40,22,25,17,25,25,37,28,25,22,41,13,20,25,22,18,21,23,15,19,17,25,37,46,13,13,25,21,25,21,30,16,21,120,11,17,15,29,17,21,25,18,11,8,22,12,15,18,13,12,23,23,5,9,8,10,9,11,10,10,15,12,13,17,11,10,12,12,4,12,6,19,4,3,15,14,14,13,19,8,10,8,19,8,9,19,13,15,13,16,19,15,12,18,19,14,22,21,10,12,12,14,15,11,19,21,17,21,22,22,25,8,14,24,10,13,23,21,19,92,36,96,28,95,26,33,105
94,48,32,23,40,32,30,29,32,23,19,33,12,18,16,13,17,18,17,17,20,24,37,37,24,29,42,29,23,27,26,23,28,35,28,22,18,15,22,24,26,21,25,33,31,18,29,27,66,24,25,20,18,18,23,22,23,30,121,13,29,14,35,20,38,33,15,18,16,24,14,16,19,14,12,19,10,8,14,12,12,24,22,4,13,15,24,9,13,17,6,14,10,4,16,2,17,8,3,11,20,14,11,23,20,10,19,11,26,15,25,14,21,18,11,17,21,15,20,24,24,9,14,25,20,18,21,17,18,27,22,34,34,21,43,22,20,15,15,22,16,20,11,14,97,41,105,38,120,48,45,151
98,21,32,26,27,32,26,28,15,19,13,26,8,16,20,11,12,12,11,5,12,18,34,24,24,38,27,28,18,38,26,27,21,25,25,38,23,23,15,16,22,17,25,24,31,16,23,20,53,19,30,15,28,16,13,17,16,27,118,20,13,16,19,10,21,22,12,9,25,21,8,10,8,20,9,12,14,7,13,9,8,15,14,10,14,15,12,9,19,9,13,11,15,4,13,1,14,8,4,21,12,12,11,17,15,15,10,19,11,18,18,12,18,5,13,19,12,12,11,18,13,14,11,19,22,14,11,12,13,33,25,23,14,18,31,33,8,18,18,17,11,15,22,11,102,38,74,26,77,20,15,61
101,58,44,45,25,40,31,25,20,49,29,30,22,13,15,14,20,27,16,14,12,42,32,38,36,40,31,30,34,31,43,41,24,33,40,33,32,24,7,27,24,36,33,28,28,26,26,24,63,31,29,28,26,26,38,31,33,26,157,17,21,18,26,12,31,35,10,20,19,42,11,12,17,23,19,20,11,3,16,11,32,16,20,22,18,20,12,19,13,14,16,15,27,8,15,4,19,4,5,16,17,14,11,24,19,23,19,26,26,19,27,8,24,10,21,14,18,17,28,13,9,19,24,27,28,8,23,26,14,22,28,18,25,24,33,38,25,17,27,20,22,22,20,28,162,41,127,52,105,37,30,143
105,19,15,29,52,54,22,25,31,23,17,30,12,20,16,16,12,15,12,16,3,19,17,25,11,19,16,45,18,26,37,19,22,26,21,21,16,17,23,33,23,14,21,19,13,21,23,23,34,14,28,23,19,18,19,12,15,24,114,9,17,10,24,17,18,24,17,17,11,17,20,11,18,12,8,5,9,3,13,7,12,14,15,14,16,18,17,14,7,12,13,17,13,4,5,3,19,11,3,15,13,7,11,12,19,12,9,13,28,12,14,14,17,12,15,18,18,19,13,16,15,13,18,12,14,9,12,15,12,22,25,22,28,22,20,31,18,18,25,19,18,20,13,12,113,33,103,27,129,38,44,124
108,32,30,38,51,67,36,37,22,28,32,20,14,15,6,11,10,8,13,15,22,36,26,31,25,31,33,73,22,34,40,30,38,41,32,32,25,34,25,36,38,25,33,30,31,18,22,23,66,33,64,37,28,43,36,28,41,34,130,14,25,16,32,23,30,28,19,16,24,30,28,4,7,22,22,24,25,8,19,10,23,24,17,4,11,19,19,14,16,13,17,17,14,7,17,0,17,3,6,15,19,8,17,20,22,19,16,18,31,26,21,19,20,19,23,18,12,23,26,10,22,14,26,24,21,23,18,20,18,27,17,32,27,22,33,36,16,19,24,19,21,20,12,19,117,33,103,39,107,34,38,124
112,16,25,24,29,19,29,29,19,31,27,27,26,13,15,15,18,17,24,11,14,21,32,24,24,29,22,22,24,65,21,31,32,19,21,47,19,27,22,21,14,18,23,14,24,19,26,16,41,17,15,14,14,29,49,28,25,15,131,16,21,16,18,17,14,23,13,9,9,39,15,10,26,31,10,10,10,2,14,7,23,9,8,15,21,21,13,12,16,14,14,10,12,3,14,6,16,4,4,15,11,12,18,23,16,10,15,14,15,20,18,17,22,15,15,13,15,15,17,11,16,24,15,21,12,9,14,11,21,26,22,55,20,23,32,22,18,12,21,14,12,15,11,14,92,26,121,61,97,54,20,97
115,34,40,34,34,31,19,26,31,18,28,18,22,17,17,17,11,20,36,6,20,32,37,33,39,29,35,43,32,72,35,37,41,34,38,62,20,33,26,34,34,39,28,28,27,21,22,21,63,36,33,21,23,35,30,29,33,33,145,20,16,27,32,23,25,33,13,18,11,37,24,21,23,22,18,15,20,8,12,16,11,15,7,18,14,21,17,16,20,15,19,16,21,5,26,8,17,7,3,15,15,17,18,40,23,28,23,23,23,23,19,26,22,17,27,27,19,16,24,23,21,21,27,14,23,26,24,26,18,39,31,53,21,24,45,34,21,12,21,19,15,25,22,14,119,27,123,52,118,49,27,103
119,21,24,22,19,19,21,19,18,34,19,23,14,8,10,7,15,7,4,9,15,33,31,20,34,24,30,23,18,23,22,18,30,21,19,22,22,18,22,18,13,14,18,10,11,6,15,23,26,18,15,12,17,17,25,15,17,16,101,17,16,11,12,7,17,19,10,10,18,35,9,11,11,9,11,17,7,0,12,3,15,17,20,11,12,11,13,12,10,9,15,12,12,2,15,2,17,4,2,9,13,15,18,15,12,7,9,17,15,13,22,13,10,10,7,16,8,20,17,10,9,15,18,15,11,10,13,12,9,24,28,27,26,29,18,25,25,12,24,6,14,12,15,20,95,33,87,33,76,33,32,127
122,36,28,28,21,31,33,15,19,24,19,29,15,17,20,5,8,10,12,9,16,30,32,21,23,31,32,20,23,26,33,31,30,32,29,31,17,19,14,36,18,23,35,15,18,13,26,22,37,32,22,27,28,28,17,25,27,23,102,8,20,21,25,9,30,45,13,22,23,29,19,14,11,18,15,13,13,1,20,10,17,16,14,20,14,12,6,13,17,16,12,15,12,3,15,2,10,5,5,13,15,13,7,19,11,14,17,24,10,17,10,14,18,20,13,19,13,16,11,18,12,13,16,18,15,17,13,18,18,19,24,30,34,38,22,35,14,14,28,20,18,20,19,18,88,31,95,33,102,43,31,136
