day,Komkommer,Courgette,SnoepVegetable tomaat,Paprika Mix,Paprika,Geschrapte worteltjes,Basis Sperziebonen,Basis Rode kool met appel,Basis worteltjes fijn,Basis erwten zeer fijn,Basis sperziebonen,Biologische courgette,Biologische Bloemkool,Biologische knoflook,Biologische pompoen,Biologische kikkererwten,Biologische prei,Biologische rode kool,Biologische cherry tomaten,Biologische brocolli,Boerenkool gesneden,Spruiten,Witlof,Rucola,Nasi bami Vegetable,Snijbonen,Buitenbeentjes puntpaprika,Basis Maiskorrels,Wortelen,Pompoen stukjes,Verse zuurkool,Buitenbeentjes komkommer,Buitenbeentjes paprika,SnoepVegetable worteltjes,WokVegetable thais,Mandarijenen,Bananen,Chiquita bananen,Pitloze witte druiven,Zoete kleine appeltjes,Pink lady appels,Pitloze rode druiven,Elstar,Conference,Biologische banane,Citroenen,Mango,Blauwe bessen,Aardbeien,Jonagold,Mandarijnen groot,Mango eetrijp,Buitenbeetjes appels,Limoenen,Granny smith,Grapefruit rood,Kanzi appelen,Basis annanasstukjes,Biologisch wilde bosbes,Biologische rozijnen,Biologische santana appelen,Pitloze druivenmix,Biologische sinaasappelen,Aardbeien ontkroond,Rundergehakt,Gerookte spekreepjes,Spekreepjes,Mini gourmet hamburgers,Unox Gelderse rookworst,Half om half gehakt,Slavinken,Mini biefstukjes,Rundersoepballetjes,Hamburgers,Mini gourmet kipsatespiesjes,Unox Magere rookworst,Biologische spekreepjes,Sappige gelders rookworst,Biologisch rundergehakt,Varkensbraadworst,Runder riblap Iers,rundergehakt,gerookt onbijtspek,rundervinken,half of half gehakt,Gekruide runderchipolata,Mini gourmet slavink,Mini gourmet varkenshaas,Zigeuner gehaktschnitzel,Veluwse rookworst fijn,Runderbraadworst,Spekblokjes,biologische Hamburger,Mager rundergehakt,Biologische gerookte ontbijtspek,Biefstuk,Biologische runderchipolata,Biologische rundersoepballetjes,Kipblokjes,Kipfilet naturel,Krokante Kipfiletschnitzel,Kipfilet,Zaans volkoren heel,Tijger bruin heel,Zaans volkoren half,meergranen volkoren half,Walkdorn heel,Zaans bruin heel,Tijger volkoren half,Tijger volkoren heel,Mais half,Tijger bruin half,Volkoren heel,Meergranen volkoren heel,Tijger wit half,Vloerbrood meergranen,Vloerbrood volkoren ,Casino wit half,Tijger wit heel,Bruin heel,Zaanse sijnder bruin half,Boerenvolkoren sesam heel,Steiv spelt gesneden,Krenten- en rozijnenbrood half,Zaans volkoren ,Atkins laag koolhydraat volkoren brood half,Bolletje Fries roggebrood,Kaneelbroodjes,Biologisch Vloerbrood meerzaden heel,Basic meergranen heel,Basic wit heel,Basic casino half,Basic volkoren heel,Biologisch volkoren heel,Biologisch bruin heel,Glutenvrij bruin,Muesli-notenbrood,Basic roggebrood,Melkbroodjes,Krenten rozijnenwegge,Amandelkrans,Roomboter chocolade brood,Chinois brioche,Vanille muffins (vers),Basic chocolate chip cookies,Oreo,Bakkersspeculaas,Eierkoeken,Ribbelchips naturel,Ribbelchips paprika,Doritos sweet chili
35,45,26,38,31,38,34,18,38,28,20,21,16,9,14,15,15,13,9,12,14,27,18,31,17,34,47,32,19,34,35,30,37,37,33,25,20,19,27,22,14,21,23,20,17,15,20,20,60,30,22,13,25,22,11,29,20,32,125,20,20,18,20,10,41,25,16,21,17,34,10,16,11,12,15,7,12,7,16,7,15,10,23,12,10,16,20,15,15,14,23,16,8,3,19,6,13,2,2,6,20,16,17,10,12,18,15,14,17,10,35,17,15,20,16,23,24,15,22,11,17,24,21,12,15,19,17,21,17,21,24,24,26,34,23,17,12,14,29,19,31,23,12,20,89,33,117,30,100,37,30,133
38,34,30,33,29,24,27,20,26,28,25,25,10,15,7,7,10,12,13,11,10,31,28,30,24,40,21,25,30,31,23,29,34,29,27,31,29,23,22,26,18,30,30,40,28,11,17,18,32,17,27,22,15,22,16,20,20,28,120,23,10,17,24,17,38,33,11,9,23,32,11,15,10,10,16,11,13,4,7,8,16,8,15,11,9,19,6,11,14,9,11,14,10,0,13,4,15,7,5,14,17,5,13,19,18,19,15,16,20,21,19,17,29,8,19,8,14,19,14,23,20,24,15,22,14,17,14,22,15,17,20,18,19,20,31,21,14,23,26,16,13,16,15,14,137,30,98,36,108,27,33,113
42,14,32,16,22,10,30,23,18,21,32,33,8,2,7,8,5,8,10,15,4,42,25,25,25,22,43,16,15,32,29,21,11,21,20,23,19,17,25,26,20,11,17,16,27,7,16,17,33,23,19,25,9,29,9,18,14,28,89,8,9,16,16,7,23,30,14,9,9,30,8,12,13,16,11,16,0,3,15,5,16,7,9,10,10,13,14,11,11,11,11,15,10,7,15,1,16,4,4,12,9,9,12,16,12,12,15,12,12,14,13,16,9,10,19,31,14,17,10,20,18,13,10,15,10,10,15,10,4,18,21,24,28,30,29,6,12,12,23,15,19,13,10,16,100,30,98,35,105,39,40,94
45,21,41,25,33,22,22,23,30,17,17,18,11,9,8,13,13,19,7,17,10,56,16,31,27,33,42,28,27,30,27,24,23,29,19,19,27,23,29,16,26,21,20,9,24,9,16,23,40,11,19,27,24,18,30,22,26,21,92,17,8,15,31,17,28,14,8,17,13,32,15,9,17,17,15,17,4,4,14,6,16,16,11,11,12,20,8,13,15,17,9,11,12,4,14,9,22,3,5,9,9,13,32,12,17,18,21,9,20,14,18,16,11,13,16,26,10,13,19,32,13,12,14,15,13,13,16,9,8,24,20,28,27,23,27,25,14,15,18,12,17,16,14,8,102,22,93,45,94,29,19,82
49,30,39,16,30,29,32,25,28,21,28,29,12,9,24,21,9,12,14,8,19,15,37,66,20,34,38,29,27,25,30,22,22,30,29,31,37,19,21,23,27,19,22,17,21,19,18,20,45,32,15,26,24,41,16,46,21,13,145,18,11,13,16,16,15,19,25,11,13,30,14,15,15,18,18,17,19,3,18,4,18,16,7,12,18,19,19,13,16,13,14,16,13,1,18,5,18,5,4,23,17,11,15,15,13,16,12,15,18,23,12,18,11,14,15,20,19,15,11,15,19,18,17,18,13,15,30,15,18,21,24,23,30,24,43,39,16,19,32,9,18,25,20,19,112,38,131,51,106,33,31,117
52,28,41,25,29,27,26,15,25,28,25,20,11,12,18,22,10,11,9,16,16,15,27,49,26,28,30,19,27,33,25,27,27,29,25,23,21,22,23,19,22,18,20,14,11,21,24,14,42,32,18,29,21,41,17,40,25,25,119,9,14,6,18,20,17,19,16,12,13,32,11,13,11,12,7,11,19,2,9,8,10,9,21,20,12,15,7,11,19,21,14,15,16,1,15,3,19,3,3,11,7,14,12,14,20,20,16,13,18,13,21,17,17,18,16,13,23,17,5,22,14,15,15,19,14,17,22,13,16,23,15,28,21,22,20,35,22,15,31,4,15,18,14,12,111,36,79,44,107,40,39,82
56,19,13,29,41,35,29,17,16,44,22,19,20,5,13,9,12,8,12,10,14,29,27,24,23,35,27,30,15,28,26,31,21,42,19,27,32,26,14,19,26,29,15,16,29,6,25,13,37,24,20,23,22,27,11,29,18,22,107,11,6,17,25,16,18,36,17,13,15,34,11,22,12,16,12,29,20,4,10,7,11,16,20,21,16,13,13,24,31,17,9,9,19,4,13,4,21,2,1,19,14,13,15,7,9,14,10,15,14,17,17,17,19,24,23,12,17,24,13,14,16,15,18,21,24,17,10,18,14,24,30,24,27,30,18,16,13,18,19,13,17,24,13,16,101,46,172,46,155,41,44,70
59,27,28,31,32,50,21,20,23,15,19,24,25,8,18,18,15,9,15,13,15,29,42,34,30,31,27,32,23,27,27,31,29,28,30,44,27,25,35,27,26,26,24,13,22,21,24,30,47,37,32,26,21,30,24,34,27,16,125,15,21,20,29,26,27,26,13,12,18,35,10,9,13,13,19,17,20,9,11,18,16,13,10,14,15,14,12,18,17,9,16,17,10,4,15,8,13,6,6,9,16,14,14,25,23,18,19,20,14,9,18,18,18,18,18,15,16,11,11,25,17,9,20,18,16,8,4,16,20,31,41,25,36,25,31,27,10,14,26,19,16,20,10,17,101,34,114,31,109,31,33,93
63,30,31,32,30,27,26,23,23,27,26,18,17,8,10,19,9,5,10,9,9,33,27,29,23,35,41,27,22,33,28,34,29,31,22,34,15,29,17,25,22,22,22,35,27,15,31,17,40,24,23,21,30,35,25,28,20,24,131,17,18,22,21,9,30,22,17,17,13,30,12,6,20,15,15,19,12,5,13,12,25,18,14,14,9,11,18,12,12,6,23,10,13,4,12,6,10,5,0,10,21,12,13,15,7,21,13,18,16,14,23,15,13,19,24,10,20,16,14,15,15,25,19,21,12,15,14,8,12,16,24,24,31,20,30,20,13,12,30,11,16,16,13,10,87,30,101,29,77,49,31,106
66,33,29,33,37,37,34,27,22,23,21,28,14,15,9,9,10,21,14,12,15,34,35,24,33,29,28,32,23,33,27,22,34,28,24,52,21,17,35,19,24,20,26,36,31,13,25,19,49,28,39,27,22,21,12,17,19,19,133,15,23,13,24,19,44,50,16,14,15,35,12,14,10,12,15,18,18,12,12,7,7,11,17,16,10,12,11,16,24,14,16,12,23,7,12,8,19,4,4,20,13,13,11,27,15,19,17,22,19,12,22,9,13,18,15,18,8,20,22,17,19,18,14,27,18,15,13,13,18,25,40,30,33,28,32,26,16,16,29,16,12,21,20,10,137,44,104,46,140,32,36,107
70,31,35,27,31,26,27,37,26,26,28,28,16,10,16,15,11,10,4,6,10,33,24,29,30,25,32,27,29,22,24,54,22,23,19,39,15,17,25,24,19,17,35,11,17,22,31,15,27,20,25,18,19,43,20,27,19,11,124,14,11,15,21,16,34,24,14,17,11,31,14,16,16,9,20,11,30,3,16,9,15,12,16,13,18,22,14,18,13,11,11,20,18,4,11,6,18,7,1,14,7,20,8,12,18,18,22,15,19,18,21,19,14,20,12,19,21,12,14,19,13,11,14,14,24,13,22,11,17,21,30,28,24,23,16,25,16,13,27,21,12,15,20,18,122,35,132,51,115,53,37,147
73,28,31,31,28,37,33,25,19,18,23,40,12,14,30,16,13,14,18,23,19,42,17,30,26,51,29,31,32,30,26,53,33,33,29,45,24,31,48,25,25,22,28,20,19,11,63,30,47,26,22,44,24,32,28,30,28,16,122,13,16,19,22,17,41,30,22,18,16,44,14,19,15,12,16,10,27,7,14,11,20,21,16,18,17,13,17,16,16,8,14,18,16,5,12,7,20,4,6,16,14,8,20,17,25,21,18,20,16,18,22,18,21,20,18,25,22,16,16,22,24,19,25,16,21,24,20,22,15,26,15,20,25,22,30,25,17,21,32,8,19,20,20,20,104,23,106,22,83,50,23,139
77,31,28,38,32,21,15,16,37,19,22,23,19,16,16,11,29,7,12,10,15,38,20,26,26,28,28,32,19,16,29,68,28,26,24,26,25,16,26,34,16,27,23,10,22,12,20,23,49,21,27,15,43,24,30,25,19,18,137,25,20,16,23,10,20,34,36,15,14,34,9,15,10,30,18,11,14,4,12,6,12,13,18,17,16,9,12,20,7,21,15,19,11,5,14,5,15,6,2,15,10,14,15,13,11,15,21,17,18,14,18,22,13,15,28,15,12,22,14,16,18,18,20,22,16,15,17,12,17,26,25,27,29,25,19,25,17,20,21,13,17,20,18,11,150,42,121,50,131,35,53,109
80,29,30,35,31,29,29,20,40,17,25,18,13,14,20,11,22,18,9,15,9,19,32,27,36,34,29,27,21,24,39,63,16,37,27,33,29,21,33,37,27,31,26,20,25,20,29,23,42,23,19,31,39,29,16,26,24,27,152,21,9,13,24,16,27,30,30,13,21,27,16,16,14,23,12,13,11,3,9,11,9,9,16,12,10,18,12,14,13,15,17,14,5,5,11,1,10,4,6,37,11,12,13,15,15,13,17,20,7,17,18,14,15,13,23,13,17,19,16,14,25,15,19,10,19,17,16,8,15,20,28,26,29,33,30,38,27,11,21,16,14,20,23,23,98,35,98,36,88,31,36,88
84,35,20,30,36,30,31,17,33,18,33,27,17,16,20,18,17,22,8,19,17,38,38,32,27,34,28,61,30,28,25,34,23,34,19,40,24,18,19,17,25,24,20,20,24,15,26,20,64,23,27,19,16,19,27,29,22,24,144,15,16,14,26,8,28,26,19,14,13,34,17,17,7,8,38,16,12,4,15,4,12,14,17,14,29,15,30,14,21,12,17,17,10,2,12,2,10,4,4,20,18,14,18,20,12,22,23,21,23,14,14,24,21,17,20,14,16,16,14,15,17,24,19,18,18,17,22,18,13,36,57,10,16,57,36,37,14,22,18,14,18,20,19,18,91,39,90,48,213,33,45,91
87,35,30,29,48,32,30,18,27,28,23,17,15,12,10,15,11,8,13,14,13,28,19,33,31,33,30,47,15,28,28,28,35,29,27,24,24,26,25,25,28,40,30,18,14,21,29,20,59,18,19,25,19,26,22,17,29,20,117,12,9,14,15,13,19,17,15,11,13,29,6,15,11,13,19,14,9,3,9,11,13,13,17,9,22,8,20,12,15,11,12,11,12,7,12,3,13,4,3,22,12,13,13,22,5,16,21,18,20,17,15,16,21,13,11,13,18,24,20,17,17,13,17,19,11,21,20,12,17,32,32,12,19,34,23,24,12,18,12,19,15,21,17,18,93,31,94,30,174,37,36,93
91,28,33,35,31,33,32,23,26,30,18,20,18,23,11,15,16,10,12,14,19,37,28,40,23,42,23,25,20,28,30,38,30,27,23,41,16,22,28,27,20,21,25,18,20,18,28,39,49,13,13,26,21,25,22,30,17,22,128,12,19,16,30,20,23,29,19,15,9,23,13,19,21,14,13,26,23,7,9,8,10,10,12,10,10,16,14,13,18,11,10,12,14,4,13,6,19,5,3,15,15,15,13,21,10,10,9,21,8,9,19,13,16,14,18,19,15,12,19,19,15,22,21,10,13,13,14,18,11,22,21,18,25,23,26,26,9,15,27,13,14,26,21,19,96,39,104,34,102,29,41,130
94,45,30,20,38,32,28,26,28,19,19,32,12,16,13,11,17,18,15,17,17,19,33,31,23,27,41,29,20,24,21,22,26,33,27,22,15,13,19,19,24,21,23,30,30,17,26,25,63,24,25,19,18,18,22,22,22,29,113,12,27,13,34,17,36,29,14,14,15,23,13,12,16,13,11,16,10,6,14,12,12,23,21,4,13,14,22,9,12,17,6,14,8,4,15,2,17,7,3,11,19,13,11,21,18,10,18,9,26,15,25,14,20,17,9,17,21,15,19,24,23,9,14,25,19,17,21,14,18,24,22,33,30,20,39,21,19,14,12,19,15,17,11,14,93,38,97,32,113,45,37,126
98,24,32,27,29,36,28,31,15,23,16,27,9,17,22,13,12,13,11,6,12,21,36,28,25,38,29,29,19,38,26,27,21,28,28,39,25,23,17,18,22,21,27,24,32,17,23,21,55,19,31,15,29,16,13,19,18,28,126,21,15,16,19,10,24,22,12,9,25,25,8,12,9,22,11,14,15,7,13,9,9,15,15,10,15,15,14,10,20,10,16,12,15,4,14,1,15,8,5,21,13,12,12,17,16,16,13,21,12,22,21,12,20,6,14,19,12,13,11,20,13,17,11,19,23,15,14,12,13,33,26,24,15,21,32,36,8,18,19,20,12,16,25,13,110,42,85,31,87,23,15,68
101,55,44,44,23,36,29,22,20,45,26,29,21,12,13,12,20,26,16,13,12,39,30,34,35,40,29,29,33,31,43,41,24,30,37,32,30,24,5,25,24,32,31,28,27,25,26,23,61,31,28,28,25,26,38,29,31,25,149,16,19,18,26,12,28,35,10,20,19,38,11,10,16,21,17,18,10,3,16,11,31,16,19,22,17,20,10,18,12,13,13,14,27,8,14,4,18,4,4,16,16,14,10,24,18,22,16,24,25,15,24,8,22,9,20,14,18,16,28,11,9,16,24,27,27,7,20,26,14,22,27,17,24,21,32,35,25,17,26,17,21,21,17,26,154,37,116,47,95,34,30,136
105,21,15,31,52,57,24,26,31,23,18,33,13,22,16,17,14,16,15,17,4,21,18,26,11,21,17,48,18,27,40,23,24,29,21,23,17,18,24,34,24,17,22,19,13,22,23,23,34,15,29,24,19,20,19,13,16,24,121,10,22,11,25,17,20,24,17,18,13,18,20,11,19,14,8,5,11,3,14,7,14,14,15,14,16,18,18,14,7,12,15,18,14,4,6,3,19,11,3,15,14,8,13,12,20,13,9,14,29,12,16,14,18,13,15,18,18,20,14,16,16,14,22,14,14,10,13,15,12,23,25,25,31,22,21,31,20,18,25,19,18,20,15,13,121,34,106,30,133,39,48,130
108,30,30,36,51,64,34,36,22,28,31,17,13,13,6,10,8,7,10,14,21,34,25,30,25,29,32,70,22,33,37,26,36,38,32,30,24,33,24,35,37,22,32,30,31,17,22,23,66,32,63,36,28,41,36,27,40,34,123,13,20,15,31,23,28,28,19,15,22,29,28,4,6,20,22,24,23,8,18,10,21,24,17,4,11,19,18,14,16,13,15,16,13,7,16,0,17,3,6,15,18,7,15,20,21,18,16,17,30,26,19,19,19,18,23,18,12,22,25,10,21,13,22,22,21,22,17,20,18,26,17,29,24,22,32,36,14,19,24,19,21,20,10,18,109,32,100,36,103,33,34,118
112,19,32,26,32,20,32,33,25,31,30,29,28,14,16,15,18,18,25,11,17,24,38,26,26,30,25,22,30,74,26,33,34,20,23,51,21,28,24,22,17,21,24,15,25,20,27,18,45,21,17,16,15,31,55,29,26,16,143,18,22,16,24,19,14,29,13,11,9,43,17,11,29,31,11,11,12,2,14,10,24,12,8,16,21,22,15,12,18,15,15,13,14,3,15,6,19,4,4,15,11,12,20,30,18,10,15,15,16,23,18,19,24,15,16,14,17,16,19,14,20,26,20,21,13,12,14,14,22,28,25,58,22,27,35,24,19,12,22,14,14,16,12,15,105,27,141,68,106,60,26,109
115,31,33,32,31,30,16,22,25,18,25,16,20,16,16,17,11,19,35,6,17,29,31,31,37,28,32,43,26,63,30,35,39,33,36,58,18,32,24,33,31,36,27,27,26,20,21,19,59,32,31,19,22,33,24,28,32,32,133,18,15,27,26,21,25,27,13,16,11,33,22,20,20,22,17,14,18,8,12,13,10,12,7,17,14,20,15,16,18,14,18,13,19,5,25,8,14,7,3,15,15,17,16,33,21,28,23,22,22,20,19,24,20,17,26,26,17,15,22,20,17,19,22,14,22,23,24,23,17,37,28,50,19,20,42,32,20,12,20,19,13,24,21,13,106,26,103,45,109,43,21,91
119,24,27,22,19,22,22,19,19,37,20,27,14,8,11,7,15,7,4,9,15,34,34,21,34,26,31,24,19,23,24,18,33,24,20,23,23,19,24,22,16,16,21,10,11,7,16,25,31,20,17,14,19,18,27,18,18,16,104,17,17,12,16,7,17,22,10,10,19,38,9,11,12,9,11,18,8,0,15,3,16,17,20,17,12,13,14,15,11,10,16,13,15,2,17,2,19,4,2,10,14,15,18,18,12,7,9,17,15,14,24,14,11,12,8,17,10,21,17,10,10,15,19,18,13,10,14,12,9,26,29,31,27,31,18,26,27,16,25,7,15,14,15,23,105,35,92,34,84,37,33,134
122,33,25,28,21,28,32,15,18,21,18,25,15,17,19,5,8,10,12,9,16,29,29,20,23,29,31,19,22,26,31,31,27,29,28,30,16,18,12,32,15,21,32,15,18,12,25,20,32,30,20,25,26,27,15,22,26,23,99,8,19,20,21,9,30,42,13,22,22,26,19,14,10,18,15,12,12,1,17,10,16,16,14,14,14,10,5,10,16,15,11,14,9,3,13,2,8,5,5,12,14,13,7,16,11,14,17,24,10,16,8,13,17,18,12,18,11,15,11,18,11,13,15,15,13,17,12,18,18,17,23,26,33,36,22,34,12,10,27,19,17,18,19,15,78,29,90,32,94,39,30,129
