day,Komkommer,Courgette,SnoepVegetable tomaat,Paprika Mix,Paprika,Geschrapte worteltjes,Basis Sperziebonen,Basis Rode kool met appel,Basis worteltjes fijn,Basis erwten zeer fijn,Basis sperziebonen,Biologische courgette,Biologische Bloemkool,Biologische knoflook,Biologische pompoen,Biologische kikkererwten,Biologische prei,Biologische rode kool,Biologische cherry tomaten,Biologische brocolli,Boerenkool gesneden,Spruiten,Witlof,Rucola,Nasi bami Vegetable,Snijbonen,Buitenbeentjes puntpaprika,Basis Maiskorrels,Wortelen,Pompoen stukjes,Verse zuurkool,Buitenbeentjes komkommer,Buitenbeentjes paprika,SnoepVegetable worteltjes,WokVegetable thais,Mandarijenen,Bananen,Chiquita bananen,Pitloze witte druiven,Zoete kleine appeltjes,Pink lady appels,Pitloze rode druiven,Elstar,Conference,Biologische banane,Citroenen,Mango,Blauwe bessen,Aardbeien,Jonagold,Mandarijnen groot,Mango eetrijp,Buitenbeetjes appels,Limoenen,Granny smith,Grapefruit rood,Kanzi appelen,Basis annanasstukjes,Biologisch wilde bosbes,Biologische rozijnen,Biologische santana appelen,Pitloze druivenmix,Biologische sinaasappelen,Aardbeien ontkroond,Rundergehakt,Gerookte spekreepjes,Spekreepjes,Mini gourmet hamburgers,Unox Gelderse rookworst,Half om half gehakt,Slavinken,Mini biefstukjes,Rundersoepballetjes,Hamburgers,Mini gourmet kipsatespiesjes,Unox Magere rookworst,Biologische spekreepjes,Sappige gelders rookworst,Biologisch rundergehakt,Varkensbraadworst,Runder riblap Iers,rundergehakt,gerookt onbijtspek,rundervinken,half of half gehakt,Gekruide runderchipolata,Mini gourmet slavink,Mini gourmet varkenshaas,Zigeuner gehaktschnitzel,Veluwse rookworst fijn,Runderbraadworst,Spekblokjes,biologische Hamburger,Mager rundergehakt,Biologische gerookte ontbijtspek,Biefstuk,Biologische runderchipolata,Biologische rundersoepballetjes,Kipblokjes,Kipfilet naturel,Krokante Kipfiletschnitzel,Kipfilet,Zaans volkoren heel,Tijger bruin heel,Zaans volkoren half,meergranen volkoren half,Walkdorn heel,Zaans bruin heel,Tijger volkoren half,Tijger volkoren heel,Mais half,Tijger bruin half,Volkoren heel,Meergranen volkoren heel,Tijger wit half,Vloerbrood meergranen,Vloerbrood volkoren ,Casino wit half,Tijger wit heel,Bruin heel,Zaanse sijnder bruin half,Boerenvolkoren sesam heel,Steiv spelt gesneden,Krenten- en rozijnenbrood half,Zaans volkoren ,Atkins laag koolhydraat volkoren brood half,Bolletje Fries roggebrood,Kaneelbroodjes,Biologisch Vloerbrood meerzaden heel,Basic meergranen heel,Basic wit heel,Basic casino half,Basic volkoren heel,Biologisch volkoren heel,Biologisch bruin heel,Glutenvrij bruin,Muesli-notenbrood,Basic roggebrood,Melkbroodjes,Krenten rozijnenwegge,Amandelkrans,Roomboter chocolade brood,Chinois brioche,Vanille muffins (vers),Basic chocolate chip cookies,Oreo,Bakkersspeculaas,Eierkoeken,Ribbelchips naturel,Ribbelchips paprika,Doritos sweet chili
45,24,50,28,37,26,27,26,31,18,22,22,11,10,8,14,15,20,8,18,10,61,24,38,29,38,52,32,29,36,30,30,24,35,22,23,31,26,33,20,32,24,23,11,28,10,18,28,48,12,23,29,27,26,33,28,27,23,116,20,9,15,31,19,35,26,10,18,13,35,16,13,18,20,16,21,7,4,14,6,17,19,14,16,14,23,13,17,18,19,12,16,13,5,14,9,27,5,7,15,10,14,38,17,18,21,26,16,22,19,19,19,11,18,20,31,11,15,20,35,15,15,17,16,14,14,20,9,9,26,27,33,38,27,30,29,15,17,26,14,24,18,16,11,121,28,118,59,115,36,26,95
49,25,34,14,28,23,29,22,26,17,25,27,12,8,21,17,8,12,14,7,17,13,30,59,18,31,30,24,25,19,24,19,21,25,26,30,32,19,18,21,22,15,19,13,19,17,18,16,40,31,12,25,20,36,15,42,20,12,127,17,10,12,16,14,13,11,23,10,13,24,14,9,13,15,17,13,16,2,16,4,18,13,7,8,15,16,13,11,13,12,11,13,12,1,18,5,15,3,3,18,14,10,9,11,12,14,9,11,15,21,11,18,8,10,12,17,17,15,11,13,17,15,16,17,13,12,28,14,16,19,19,19,25,20,38,35,15,17,27,8,11,22,17,15,98,34,111,40,90,27,29,105
52,34,45,26,32,34,29,19,26,37,30,23,13,12,24,27,12,13,13,18,21,20,33,57,30,32,36,25,29,37,29,32,30,34,29,26,25,23,24,20,28,21,22,16,12,23,24,14,46,32,19,30,22,46,17,44,27,26,135,10,15,9,20,21,19,19,18,14,14,37,13,17,15,15,9,16,20,4,11,9,10,12,23,20,16,17,10,11,19,22,15,18,18,1,15,3,21,3,3,14,11,17,13,16,21,21,17,14,21,16,24,17,22,26,18,16,27,20,5,23,18,18,16,20,17,22,22,17,17,27,18,33,24,26,30,35,22,15,34,5,20,23,16,14,126,39,109,51,125,49,42,92
56,15,13,22,36,29,26,12,13,38,15,12,18,5,12,6,10,7,8,8,10,22,24,20,17,25,21,27,19,27,24,23,18,38,13,26,24,22,10,17,21,22,13,14,22,6,21,13,30,18,18,23,20,21,13,23,15,17,87,9,5,15,21,13,16,31,14,9,13,32,10,18,8,12,10,20,18,2,10,7,11,12,16,20,10,13,10,22,27,17,6,6,16,5,12,3,16,1,2,16,12,9,11,5,7,12,8,16,13,13,16,13,13,16,22,10,10,14,13,12,12,14,14,21,18,10,9,13,13,23,26,20,21,25,14,17,13,15,14,10,16,20,14,18,70,38,132,39,125,30,36,49
59,35,37,40,48,45,24,29,20,37,23,31,50,15,20,19,23,13,15,17,24,38,38,43,23,36,29,38,29,37,38,37,32,38,33,37,34,22,33,27,25,30,32,24,17,11,26,36,44,22,16,28,24,27,29,47,32,23,143,27,25,18,40,28,28,32,18,19,11,40,10,17,14,16,13,15,20,4,12,11,17,10,21,17,16,15,15,24,20,17,17,18,17,5,10,9,21,6,4,14,22,12,10,22,17,13,19,25,8,16,19,19,14,14,18,19,19,14,16,17,21,18,28,12,13,6,11,15,28,39,31,28,27,28,38,40,24,21,22,14,18,22,12,15,96,41,181,43,147,39,36,87
63,28,22,8,20,29,19,30,13,18,14,24,8,11,12,11,6,11,11,5,11,27,18,18,14,21,28,17,20,16,45,21,35,14,16,18,19,10,15,19,10,22,17,16,11,10,13,25,47,15,19,22,13,12,18,25,25,10,85,6,9,19,21,8,9,26,8,6,10,22,11,6,11,10,11,14,8,0,32,7,17,6,7,22,8,13,9,10,12,12,10,10,15,7,12,3,9,3,2,8,15,7,8,18,10,10,9,17,7,20,12,15,25,13,13,6,10,15,12,11,8,11,12,10,8,6,10,11,9,18,15,28,20,20,23,19,17,11,25,11,10,20,14,23,92,31,101,32,86,39,28,147
66,39,34,42,28,33,34,33,22,37,30,26,22,18,20,18,20,21,14,13,22,39,35,34,44,43,35,32,41,43,77,35,62,29,30,39,31,33,37,29,34,41,33,21,19,18,29,34,64,34,16,22,30,28,31,25,26,24,132,21,21,32,34,16,13,27,11,16,11,43,9,14,17,19,14,17,14,4,31,14,14,11,11,12,20,15,15,8,15,17,11,13,22,6,20,6,18,2,4,11,12,24,15,16,18,25,14,20,21,18,23,27,30,22,17,23,19,25,27,18,24,18,24,14,21,8,20,21,16,54,26,23,41,9,37,39,17,24,31,21,27,21,19,17,104,34,107,30,97,32,50,176
70,28,34,27,27,34,23,34,19,22,23,23,20,12,17,16,11,8,7,8,14,24,25,30,30,29,26,26,25,23,25,47,27,26,24,48,12,24,26,19,24,18,27,7,11,21,39,16,19,19,24,19,14,45,23,32,17,13,125,13,14,18,21,17,32,29,11,14,13,27,10,14,20,9,19,11,32,3,18,9,14,11,18,18,13,14,17,17,14,9,12,17,20,7,9,7,15,7,0,14,10,18,7,13,16,12,12,19,17,13,18,22,14,20,10,16,16,17,20,14,15,8,15,15,22,12,14,10,20,25,26,28,26,21,16,31,16,13,22,18,20,19,17,18,114,37,112,41,88,55,34,157
73,32,34,34,34,37,40,28,25,20,29,46,14,18,32,18,18,16,19,24,20,45,19,30,32,56,32,38,35,35,30,56,40,36,30,50,29,33,54,26,26,23,31,21,23,12,67,33,54,32,23,46,26,34,29,33,29,16,134,18,18,21,26,19,46,33,29,20,17,51,18,22,16,15,17,12,31,8,17,11,23,21,18,20,20,14,19,21,16,8,15,20,16,6,13,9,22,4,8,19,14,10,21,18,29,23,21,21,22,19,27,21,23,22,19,27,25,19,16,24,25,19,25,16,24,25,24,26,19,29,18,23,26,25,32,30,19,22,34,10,22,23,21,21,119,27,129,33,97,56,31,155
77,29,24,34,27,21,9,13,32,15,16,17,17,14,14,10,25,6,11,9,15,36,14,26,20,21,24,27,14,12,23,61,20,23,23,20,22,15,20,32,15,25,21,8,17,11,18,20,42,16,26,10,40,21,26,24,17,17,125,20,19,13,19,10,17,28,26,13,10,29,7,13,9,28,17,7,11,3,9,5,11,12,14,14,13,7,9,15,7,20,13,18,10,4,13,4,13,6,1,14,10,12,14,10,8,13,20,14,15,12,15,17,10,13,27,12,10,19,12,15,17,16,19,22,15,12,13,8,13,23,21,22,25,23,18,23,15,17,18,10,12,17,15,10,122,33,88,39,106,29,41,91
80,32,32,39,34,29,32,21,45,19,28,22,14,14,20,11,25,19,10,16,9,26,40,29,41,41,34,33,25,26,42,74,22,42,30,39,32,22,39,40,29,34,31,27,30,21,31,27,51,27,27,37,42,33,24,29,27,31,169,21,10,14,31,16,31,36,39,15,26,29,17,18,14,23,14,17,13,5,12,14,11,10,21,15,14,21,15,14,16,17,19,16,7,5,14,1,13,5,6,42,14,14,15,17,17,14,22,24,11,20,20,19,18,15,24,15,18,22,19,18,25,19,22,13,23,20,18,10,15,21,33,30,35,39,30,39,27,13,25,20,16,24,28,25,120,45,122,41,118,38,45,109
84,27,18,28,29,27,25,15,28,18,27,23,16,15,19,18,14,20,7,17,16,28,30,27,24,25,24,52,25,24,22,27,19,26,17,34,20,14,15,14,20,22,17,15,19,11,22,16,56,19,20,15,13,16,19,24,18,18,118,14,14,14,16,7,23,22,15,13,10,32,15,13,7,8,32,14,11,2,11,2,10,12,13,10,26,11,27,12,17,10,13,15,8,2,9,1,9,3,4,15,15,12,15,20,10,20,18,17,16,10,12,20,15,15,18,14,14,12,12,11,13,19,14,13,11,13,18,13,11,31,50,10,13,47,35,35,11,20,14,11,18,16,16,15,83,31,71,40,171,21,37,66
87,49,37,45,67,33,39,22,37,32,33,26,19,18,15,16,19,20,16,17,20,36,31,38,43,42,32,71,30,38,35,38,38,37,37,28,27,33,29,28,34,37,35,24,20,28,31,25,70,27,23,35,22,30,28,23,30,26,149,12,18,19,28,23,22,23,19,13,12,30,7,22,16,17,29,13,11,3,13,11,18,12,15,13,22,11,28,13,16,17,19,12,15,9,14,5,18,4,3,20,12,17,13,22,3,20,24,19,27,34,24,19,28,15,16,21,21,24,21,21,24,20,25,21,17,26,19,20,23,43,44,8,20,48,31,32,16,30,18,23,16,22,19,17,89,43,102,39,236,51,36,120
91,19,27,16,24,32,38,11,34,23,16,17,3,2,6,7,12,8,10,9,9,14,27,18,23,27,22,15,18,25,29,27,21,17,25,31,8,17,15,23,21,15,19,11,11,17,22,23,38,24,18,17,12,24,19,20,15,15,125,2,9,15,15,11,17,22,7,10,14,11,20,19,15,14,10,18,12,3,6,7,10,15,13,18,8,14,13,13,8,12,11,13,9,3,17,3,12,4,3,9,11,16,15,18,11,10,22,12,12,14,9,11,18,14,16,13,12,13,13,29,12,12,22,11,9,11,17,13,13,11,26,22,27,28,20,11,8,11,24,8,13,18,11,21,94,47,102,28,114,37,50,103
94,31,32,35,46,31,63,17,46,25,17,21,17,20,17,15,9,10,12,23,18,35,35,30,35,35,32,40,20,35,38,38,34,38,43,46,24,23,15,33,28,29,24,27,26,29,32,25,45,50,21,36,22,35,20,38,23,22,120,11,14,22,43,12,21,32,19,19,17,15,12,19,12,17,13,9,16,4,13,20,8,19,19,25,27,13,18,12,22,16,14,20,19,2,11,2,20,6,6,13,22,17,12,18,21,8,27,24,19,20,14,17,20,17,16,22,23,18,14,36,19,23,36,21,25,15,24,24,22,33,39,24,28,33,36,34,13,17,24,16,14,22,16,18,121,24,106,32,133,47,35,97
98,41,34,26,22,22,22,23,19,20,22,23,8,9,4,15,12,7,9,7,14,26,24,28,16,18,22,24,24,19,29,26,20,22,11,25,17,19,5,19,19,22,9,16,14,11,22,21,38,8,18,22,13,16,17,17,10,18,110,10,14,7,17,9,17,25,12,15,13,27,13,18,16,16,16,4,8,2,14,6,29,11,10,17,12,9,13,15,15,14,10,13,30,5,18,3,12,5,4,21,11,10,13,13,11,9,12,16,16,12,4,13,15,8,17,19,15,13,9,11,11,11,13,32,15,11,9,11,17,24,15,25,22,34,12,21,13,18,29,9,11,14,9,9,128,33,110,33,95,45,35,92
101,63,54,47,31,42,35,25,24,43,28,32,22,12,13,14,21,24,16,13,11,44,35,37,34,46,28,33,37,29,51,30,27,31,37,39,29,19,6,36,23,37,32,35,24,18,26,24,66,32,27,31,28,27,41,33,33,28,153,20,21,20,33,14,27,35,12,20,19,37,17,11,16,23,19,23,13,2,16,12,34,17,20,25,18,19,11,18,13,16,14,18,34,9,13,5,25,6,2,18,16,16,10,23,19,24,18,22,25,18,23,11,24,4,23,19,21,21,27,12,14,16,24,28,29,12,18,26,18,23,31,13,29,25,33,35,20,17,31,19,26,25,19,25,175,37,131,55,108,35,36,152
105,19,13,27,45,49,22,24,29,22,15,29,11,19,15,14,12,14,11,15,3,19,16,23,11,16,15,41,17,23,33,18,18,26,20,18,15,16,22,28,22,12,18,16,13,21,22,21,31,13,26,22,16,17,18,12,14,24,105,8,16,10,20,15,17,24,15,15,11,17,16,10,14,10,7,5,7,3,12,6,10,12,15,14,15,16,15,14,7,10,13,17,13,3,5,3,17,10,3,12,12,6,11,11,18,12,9,12,28,11,14,12,16,12,14,16,15,18,12,16,14,13,17,12,14,8,10,14,11,22,24,22,27,19,17,31,18,18,21,18,17,19,13,12,104,32,100,25,125,35,42,115
108,35,30,40,54,67,41,40,25,31,33,21,14,17,8,12,10,10,13,15,22,37,28,33,27,31,34,76,24,35,41,31,41,42,33,34,26,35,26,39,39,27,36,31,31,20,24,24,70,35,65,38,28,46,41,32,42,37,138,15,25,18,32,23,31,29,19,17,26,34,28,5,10,22,23,24,25,8,21,10,26,24,18,4,15,20,20,14,16,16,19,17,14,7,17,0,20,3,6,17,20,8,18,22,23,20,19,18,34,28,25,19,23,20,24,20,15,23,28,12,24,16,28,28,22,24,19,20,21,27,21,39,28,24,37,39,17,20,25,19,22,20,12,21,124,37,112,43,118,36,39,135
112,13,25,22,26,19,24,26,16,28,26,26,26,11,13,14,18,15,24,11,14,20,30,22,22,29,21,19,22,64,20,30,29,18,20,45,18,26,21,18,13,16,20,13,24,17,24,15,37,15,14,13,14,26,44,24,24,12,123,15,21,14,18,17,13,22,13,8,7,35,15,9,23,31,9,10,10,2,12,7,20,9,7,15,17,20,12,12,16,11,12,10,12,3,14,6,13,4,4,13,10,12,17,21,15,9,12,14,12,18,14,17,19,14,14,11,12,15,15,9,14,22,13,17,11,8,13,11,18,26,18,48,19,21,28,19,17,11,20,14,11,15,11,12,85,22,112,57,86,52,19,86
115,36,45,36,35,35,20,30,34,20,33,21,23,20,18,19,13,20,37,9,23,36,39,33,40,31,37,43,34,75,36,39,45,36,43,64,22,34,30,35,35,41,29,28,30,22,25,21,66,37,34,21,25,36,34,30,33,34,153,22,20,29,32,24,27,34,13,21,13,38,24,23,25,26,18,16,20,8,12,16,12,15,8,18,18,23,17,17,21,17,19,18,21,5,27,8,17,8,3,16,15,19,20,44,23,28,25,24,24,24,22,29,23,19,27,28,20,17,24,23,23,22,28,16,26,26,26,27,18,40,37,54,25,26,48,40,22,15,21,19,19,27,23,15,129,30,129,56,123,53,27,120
119,26,26,23,20,25,41,17,25,38,29,22,10,9,9,14,10,11,9,9,10,29,19,21,18,34,30,33,16,25,26,20,34,25,23,23,13,16,17,35,14,19,19,14,14,9,9,12,31,18,17,10,17,21,11,26,18,21,112,12,24,11,20,5,34,25,16,20,14,18,14,14,8,9,11,10,5,5,14,7,8,10,14,13,8,13,9,12,14,10,13,13,6,0,9,2,9,5,4,6,9,14,9,13,7,15,9,9,16,13,24,12,11,14,11,11,18,11,20,19,8,17,16,12,10,11,16,12,10,16,35,24,25,32,24,25,17,9,30,11,10,18,13,20,67,40,78,34,66,37,29,204
122,25,46,38,24,35,32,21,21,35,18,31,17,27,23,14,12,11,15,11,17,36,39,37,35,43,27,33,32,39,31,29,31,33,25,34,27,24,18,49,24,23,28,27,22,12,22,32,50,20,15,21,30,26,19,26,23,24,120,10,45,23,26,15,52,33,21,22,14,35,13,15,20,12,14,18,13,8,16,8,18,17,19,13,15,17,11,17,14,13,8,17,6,4,14,7,8,7,7,19,15,19,11,17,13,12,21,25,17,13,28,10,20,12,18,20,16,19,17,13,16,21,19,20,10,15,15,15,20,26,27,28,37,22,32,31,14,20,27,19,19,20,14,17,65,25,77,39,70,34,33,178
