day,Komkommer,Courgette,SnoepVegetable tomaat,Paprika Mix,Paprika,Geschrapte worteltjes,Basis Sperziebonen,Basis Rode kool met appel,Basis worteltjes fijn,Basis erwten zeer fijn,Basis sperziebonen,Biologische courgette,Biologische Bloemkool,Biologische knoflook,Biologische pompoen,Biologische kikkererwten,Biologische prei,Biologische rode kool,Biologische cherry tomaten,Biologische brocolli,Boerenkool gesneden,Spruiten,Witlof,Rucola,Nasi bami Vegetable,Snijbonen,Buitenbeentjes puntpaprika,Basis Maiskorrels,Wortelen,Pompoen stukjes,Verse zuurkool,Buitenbeentjes komkommer,Buitenbeentjes paprika,SnoepVegetable worteltjes,WokVegetable thais,Mandarijenen,Bananen,Chiquita bananen,Pitloze witte druiven,Zoete kleine appeltjes,Pink lady appels,Pitloze rode druiven,Elstar,Conference,Biologische banane,Citroenen,Mango,Blauwe bessen,Aardbeien,Jonagold,Mandarijnen groot,Mango eetrijp,Buitenbeetjes appels,Limoenen,Granny smith,Grapefruit rood,Kanzi appelen,Basis annanasstukjes,Biologisch wilde bosbes,Biologische rozijnen,Biologische santana appelen,Pitloze druivenmix,Biologische sinaasappelen,Aardbeien ontkroond,Rundergehakt,Gerookte spekreepjes,Spekreepjes,Mini gourmet hamburgers,Unox Gelderse rookworst,Half om half gehakt,Slavinken,Mini biefstukjes,Rundersoepballetjes,Hamburgers,Mini gourmet kipsatespiesjes,Unox Magere rookworst,Biologische spekreepjes,Sappige gelders rookworst,Biologisch rundergehakt,Varkensbraadworst,Runder riblap Iers,rundergehakt,gerookt onbijtspek,rundervinken,half of half gehakt,Gekruide runderchipolata,Mini gourmet slavink,Mini gourmet varkenshaas,Zigeuner gehaktschnitzel,Veluwse rookworst fijn,Runderbraadworst,Spekblokjes,biologische Hamburger,Mager rundergehakt,Biologische gerookte ontbijtspek,Biefstuk,Biologische runderchipolata,Biologische rundersoepballetjes,Kipblokjes,Kipfilet naturel,Krokante Kipfiletschnitzel,Kipfilet,Zaans volkoren heel,Tijger bruin heel,Zaans volkoren half,meergranen volkoren half,Walkdorn heel,Zaans bruin heel,Tijger volkoren half,Tijger volkoren heel,Mais half,Tijger bruin half,Volkoren heel,Meergranen volkoren heel,Tijger wit half,Vloerbrood meergranen,Vloerbrood volkoren ,Casino wit half,Tijger wit heel,Bruin heel,Zaanse sijnder bruin half,Boerenvolkoren sesam heel,Steiv spelt gesneden,Krenten- en rozijnenbrood half,Zaans volkoren ,Atkins laag koolhydraat volkoren brood half,Bolletje Fries roggebrood,Kaneelbroodjes,Biologisch Vloerbrood meerzaden heel,Basic meergranen heel,Basic wit heel,Basic casino half,Basic volkoren heel,Biologisch volkoren heel,Biologisch bruin heel,Glutenvrij bruin,Muesli-notenbrood,Basic roggebrood,Melkbroodjes,Krenten rozijnenwegge,Amandelkrans,Roomboter chocolade brood,Chinois brioche,Vanille muffins (vers),Basic chocolate chip cookies,Oreo,Bakkersspeculaas,Eierkoeken,Ribbelchips naturel,Ribbelchips paprika,Doritos sweet chili
38,-5,-3,-4,-2,-6,-6,-2,-2,-3,-1,-4,-3,-3,-2,-3,-4,0,0,-1,-2,-3,-7,-4,-4,-6,-5,-3,-2,-3,-1,-2,-2,-6,-2,-1,-1,-2,-3,-1,-3,0,-3,-6,-2,-3,-3,-13,24,-2,-7,-8,0,-4,-2,-1,-6,-2,-9,-6,-4,4,-1,0,-3,18,4,3,-1,15,-1,-3,-1,-2,-4,-2,-2,2,-2,3,-2,0,-3,-2,8,-2,-3,0,-2,-2,-1,-1,-1,2,-2,2,-3,-2,3,5,5,-3,-3,-1,0,-1,-1,-2,6,-3,-1,3,2,-1,-2,-8,-2,7,-1,-2,-2,-3,9,1,3,-3,-3,0,-2,20,-1,-3,-2,2,9,22,-5,-2,-3,1,0,0,-2,-2,-8,-1,-143,-5,-6,-5,-2,-395
42,28,26,4,2,2,7,19,32,0,8,9,25,45,29,39,24,30,20,23,6,7,5,17,4,7,18,22,30,9,26,8,4,5,21,5,2,5,4,5,6,1,3,2,4,10,2,6,23,1,5,6,0,8,2,4,1,2,16,7,4,14,0,0,8,21,5,9,1,20,3,1,1,4,3,6,0,2,0,5,2,2,3,1,1,3,3,3,0,2,0,6,1,2,1,2,2,1,1,1,6,2,0,4,3,14,3,13,11,4,4,10,12,9,2,9,6,4,14,8,8,9,14,8,8,6,9,0,2,-6,13,15,8,13,22,19,0,1,15,5,6,3,1,2,10,5,17,6,17,6,6,8
45,-1,-9,-3,-2,0,-5,-3,-2,0,-7,-4,0,0,-1,0,-1,-1,-1,-1,0,-5,-7,-7,-3,-5,-10,-4,-3,-8,-3,-5,-1,-5,-2,-4,-3,-3,-4,-6,-5,-2,-2,-1,-6,18,-2,-4,14,-1,-3,-3,3,-8,-3,-6,-1,-1,-16,-1,11,8,0,0,-8,3,5,2,0,17,-2,3,0,-3,-1,-6,0,1,0,6,-2,-2,-3,-1,5,-3,-1,-3,-1,-1,-1,-7,-1,-1,-1,0,-2,0,-1,3,8,-1,-1,4,-2,0,-5,2,0,3,-2,-1,8,7,-3,-5,5,-1,7,-2,3,4,4,4,8,6,4,8,0,-19,2,-3,-9,4,11,27,-1,0,2,5,-3,1,-1,7,-11,-6,-545,-7,-15,-7,-5,-12
49,30,7,2,1,5,17,22,13,4,2,17,32,33,27,31,26,20,30,26,51,1,8,9,2,3,4,20,16,4,28,22,28,4,27,15,5,1,2,4,5,2,2,2,3,12,0,3,25,0,2,1,15,3,1,4,2,13,16,20,17,20,2,15,3,15,3,2,1,14,0,7,2,3,1,5,0,4,2,10,0,2,1,2,1,5,3,0,1,1,1,2,2,4,1,1,1,1,3,2,4,2,1,11,1,10,2,11,8,2,12,7,17,11,2,2,14,10,3,2,6,8,8,1,11,14,1,10,1,25,17,13,9,14,26,20,14,0,20,8,15,6,8,10,10,4,13,6,10,6,1,12
52,-6,-5,-1,-4,-7,-3,-7,-1,-6,-5,-2,-2,0,-5,-6,0,-1,-2,-3,-4,-4,-6,-11,-4,-3,-5,-5,-2,-4,-6,-2,-2,-4,-5,-4,-3,-2,-1,-2,-8,-1,-3,2,0,0,0,0,16,0,0,-1,3,0,0,-4,-2,6,-18,12,9,9,-1,4,6,13,-3,5,-1,16,-1,-3,-1,1,-1,0,0,1,-2,8,0,-2,0,4,-3,-3,-3,0,0,-2,-1,-3,-2,4,-1,-1,-3,0,3,-1,4,-3,-1,5,-1,-1,0,8,-5,-2,-1,2,-4,-4,-1,-1,-2,-4,15,-1,-3,-2,3,0,2,-2,0,-2,-1,18,-1,1,1,7,-4,5,0,0,-2,0,-5,-3,-2,-4,-12,-3,-17,-7,-9,-6,-3,-10
56,24,1,16,6,5,18,30,33,2,5,34,27,32,17,21,25,36,33,25,19,8,3,5,24,3,3,29,30,10,21,20,28,1,42,26,1,1,0,4,4,2,2,16,12,16,3,0,20,2,4,2,15,2,3,4,5,20,23,12,16,13,2,4,18,19,2,4,2,23,3,4,4,1,2,1,1,2,0,4,0,4,1,1,8,1,4,1,0,2,3,3,3,1,1,1,2,3,4,4,4,3,2,11,6,5,9,14,8,8,2,0,10,7,3,2,2,4,18,2,11,4,12,4,8,0,0,3,3,28,3,15,24,20,29,23,3,2,13,1,10,4,3,2,17,8,28,7,22,6,9,15
59,-1,0,-3,-2,-2,-2,-3,-1,-2,-2,-4,-2,0,-2,-1,-1,-2,0,0,-1,-4,-3,-4,-3,-2,-3,-3,-4,-9,-2,-2,-6,-1,-7,-3,-2,-1,0,-5,-2,-4,-1,3,4,14,-3,0,19,-2,4,-1,1,-3,-3,-3,-3,2,-15,-1,3,6,-2,0,-1,11,-2,-1,3,14,-1,-5,5,2,5,5,-1,3,5,2,1,-4,-2,-1,3,3,6,-1,0,-1,-3,-1,-3,0,-1,-1,-1,0,2,-4,3,0,0,9,7,6,-2,-4,3,0,-1,9,3,-1,-3,10,-1,-2,2,6,-1,2,1,0,3,-1,-1,1,-4,8,-2,7,-2,-2,14,12,0,-1,19,2,-1,-3,9,-3,-12,-7,-22,-5,-23,-5,-7,-15
63,14,2,32,2,5,28,14,40,6,27,10,0,31,1,30,20,27,27,28,18,4,6,4,35,4,8,16,20,7,11,13,9,1,27,24,5,1,0,2,2,6,4,14,15,13,3,3,19,0,11,6,14,4,4,4,4,17,12,16,13,5,4,16,18,13,4,7,2,17,5,10,3,5,4,1,1,3,5,13,2,0,3,4,4,4,2,1,0,2,4,3,0,2,3,0,4,1,3,1,1,8,2,0,4,13,12,3,20,11,10,5,9,7,7,5,6,15,11,7,12,8,2,5,10,1,2,12,3,29,9,14,25,12,27,12,3,2,17,8,4,0,7,4,10,1,18,4,17,4,2,38
66,-6,-2,-3,-1,-6,-4,-6,-5,-5,-2,-2,0,-4,-2,-4,-1,0,-1,-1,-1,-3,-5,0,-4,-5,-9,-2,-4,-6,-10,-3,-7,-1,-3,-7,-4,-2,-2,-2,-1,-5,-3,4,4,5,-3,-3,19,0,6,-8,-3,-6,-8,-4,-4,6,-11,6,7,-1,-4,9,13,14,1,2,9,19,8,3,-2,-2,5,6,1,3,-6,10,-4,-1,-2,-4,3,-1,0,-1,-2,-2,-3,5,0,-2,-3,0,-4,4,5,3,0,0,-1,1,8,5,8,-2,3,-1,0,3,-5,8,2,6,7,0,2,6,-1,0,0,4,12,0,5,1,7,17,9,0,-4,-1,14,24,2,6,2,9,4,0,-1,-3,-13,-5,-18,-5,-17,-5,-2,-38
70,15,5,11,3,3,31,4,34,3,25,20,20,19,11,21,20,24,31,30,18,6,1,8,5,4,10,28,9,13,5,9,8,4,25,4,4,3,6,2,2,2,4,24,23,1,4,3,17,4,22,2,2,5,4,6,0,16,18,16,7,6,2,13,9,21,6,2,1,17,5,4,2,6,1,10,2,0,2,4,8,2,2,3,3,1,0,0,2,1,2,3,1,0,2,1,4,2,4,2,6,3,0,10,7,4,5,0,6,5,8,4,3,4,7,5,5,1,5,5,3,9,6,7,4,2,0,1,0,2,13,17,3,4,17,13,7,1,16,5,1,0,6,2,16,8,18,9,11,13,3,16
73,-7,-6,-3,-5,-1,-14,-3,-5,-1,-5,-2,-3,-4,-3,-3,-3,-2,-1,0,-1,-4,-2,-1,-5,-3,-3,-12,-2,-7,-3,-6,-7,-5,-3,-3,-5,-2,-6,-1,-2,0,-4,3,0,0,-5,-3,14,-7,-4,-1,-3,-2,-1,-6,0,11,-18,-2,6,3,-4,0,-6,9,-5,1,6,18,1,-3,-3,2,0,8,-2,0,0,6,-6,0,-2,-4,-3,8,-1,-2,0,-1,-2,-3,-1,0,5,-1,-3,-2,-1,1,8,-3,-1,4,-6,2,3,-1,-6,0,-7,-7,0,-4,7,-3,0,-1,-3,-1,0,7,2,3,-4,-3,3,-2,-1,12,-1,-1,8,2,17,13,0,-2,-3,-5,-3,-1,-2,-2,-15,-6,-23,-9,-11,-11,-4,-17
77,10,4,5,5,2,22,13,22,3,22,4,26,26,5,28,11,33,29,19,18,6,7,12,18,7,22,8,21,22,6,11,5,5,21,5,3,2,5,6,2,6,5,21,12,14,3,2,31,4,5,5,6,2,5,1,1,16,14,7,7,9,7,13,5,18,13,3,5,17,5,1,3,0,2,16,3,1,2,4,1,2,3,3,3,10,3,2,1,2,3,1,2,0,4,0,2,0,3,1,2,2,1,11,2,8,2,7,7,3,3,6,1,2,1,4,0,1,12,2,3,3,5,2,1,6,2,4,1,27,4,21,18,14,23,19,5,5,21,20,5,1,6,1,32,14,28,11,26,8,8,20
80,-1,-4,-4,-2,-2,-4,-1,-6,-3,-3,-5,-2,-3,0,-1,-2,-1,-4,-2,0,-8,-7,0,-4,-9,-7,-5,-3,-2,-4,-14,-5,-6,-4,-5,-3,-1,-3,-7,-2,-6,-7,5,-4,6,-1,-4,20,-3,-4,-7,-7,-4,-7,-1,-2,-4,-17,5,9,1,-8,10,-4,14,-11,1,-2,11,7,-2,-2,0,-2,0,-4,-1,-3,7,-1,-2,-4,-1,-3,-3,-2,0,-3,-1,-4,-2,-3,0,1,0,-3,0,3,0,7,-3,-1,2,2,-5,-3,-3,0,5,-2,-4,1,-2,-1,-1,2,-1,3,1,-2,-3,-3,-1,-3,-4,-1,-2,0,17,-5,-3,-5,-3,19,4,1,-3,5,-3,-1,-3,-5,3,-31,-11,-21,-10,-26,-8,-8,-22
84,20,2,13,6,5,18,29,7,20,21,25,26,26,17,35,7,16,34,25,30,9,6,20,8,10,15,19,24,28,3,7,21,8,29,5,3,5,0,4,6,3,3,7,8,16,3,4,31,3,3,8,3,3,9,6,6,17,23,12,18,1,8,18,4,18,2,1,1,20,2,4,2,0,6,3,1,4,3,7,7,3,3,3,0,3,4,2,5,1,4,4,2,0,4,1,1,0,0,0,1,3,2,7,2,16,2,3,19,7,3,2,10,11,3,6,6,5,11,12,4,4,4,10,6,10,11,5,7,37,12,17,10,14,25,25,4,4,20,6,3,3,1,1,10,6,14,9,39,12,8,27
87,-7,-2,-5,-6,-5,-6,-4,-8,-4,-7,-5,-2,-4,-4,-7,-3,-3,0,-4,-1,-7,-12,-4,-1,-9,-4,-15,-3,-6,-4,-4,-1,-6,-2,-6,-2,-4,-3,-5,-5,-3,-1,12,-1,-5,-3,-3,14,-3,2,-6,-1,-1,-7,-5,-4,-5,-20,5,6,8,-6,4,-3,8,0,2,-1,15,0,-3,-2,0,-7,9,-1,0,-4,6,-2,-3,-4,4,0,5,-2,-2,-3,-2,-3,-3,-1,0,4,-1,0,2,3,0,3,-4,-2,-1,2,-5,-3,-2,-6,-6,-5,-1,-5,-2,-2,0,-1,-4,-2,0,-4,-3,-1,-6,-2,-3,-2,-5,-3,-9,-10,0,16,-6,1,-5,0,-3,13,-1,6,-1,-2,-2,-10,-6,-13,-8,-35,-12,-6,-21
91,4,7,17,5,2,11,31,18,13,19,24,32,30,30,27,10,30,32,21,22,2,13,17,9,9,21,7,31,15,6,10,13,5,20,8,2,3,3,4,3,7,3,15,20,13,3,3,23,8,6,8,3,1,2,5,2,22,40,22,12,10,3,14,19,13,1,4,4,6,4,2,1,1,1,2,3,2,3,7,2,3,3,3,3,2,1,0,2,4,1,2,2,0,3,1,2,1,3,2,4,4,3,5,2,4,3,11,2,6,8,7,2,12,1,6,8,2,10,13,1,1,6,12,18,3,10,8,9,30,21,5,20,6,28,32,14,1,30,7,7,1,2,3,15,9,13,7,16,7,6,20
94,-3,-3,-4,-5,-2,-9,-1,-7,-3,-2,-3,-1,-7,-5,-2,-3,-4,-5,-2,-2,-2,-6,-4,-4,-8,-5,-5,-6,-5,-6,-10,-3,-4,-5,-8,-1,-3,0,-2,-4,-5,-1,3,1,-6,-4,-2,18,-7,10,-7,-3,-3,-1,-5,-2,-2,-2,16,5,9,-3,9,5,17,-3,0,-4,5,-3,-3,-1,-1,-1,9,2,1,0,3,10,-5,-1,-4,-4,10,-2,0,-3,-3,-1,1,-3,0,4,3,-2,-1,0,-3,0,-2,-4,-1,-5,13,0,-1,0,-4,3,8,-1,-3,3,1,3,-2,1,-6,2,4,-6,-1,1,3,-3,-6,-7,22,-6,-9,-1,-6,13,20,11,-1,-2,5,2,-1,0,2,-15,-6,-13,-6,-14,-6,-6,-15
98,11,11,20,3,3,3,25,10,21,31,21,31,24,32,28,29,33,29,24,21,4,4,15,20,6,20,6,27,13,12,2,16,5,21,9,5,2,0,2,3,1,0,7,4,9,1,2,28,5,9,3,3,2,2,3,4,19,50,23,13,11,5,18,9,19,4,3,2,16,3,4,1,4,2,17,0,3,0,6,2,5,0,5,3,2,1,3,3,0,1,1,6,0,2,2,4,2,1,1,2,3,3,4,5,14,1,5,3,6,15,4,0,7,6,5,2,7,13,3,10,2,4,4,4,12,4,1,4,21,12,16,23,4,22,22,11,2,26,12,12,6,11,7,22,3,19,10,21,4,3,12
101,-11,-5,-6,-8,-3,-3,-3,-5,-3,-2,-3,-1,-1,-2,-4,-1,0,-1,-3,0,-4,-4,-5,-3,-8,-4,-5,-2,-3,-6,-1,-2,-4,-3,-7,-5,-2,-1,-4,1,0,-1,-4,6,10,-1,0,27,-4,-2,-3,-3,0,-2,-1,-5,-1,-17,6,9,1,-6,11,4,14,-3,-3,-1,13,0,-4,-2,-5,-2,-3,-1,3,0,15,-2,-3,0,-2,-3,2,-1,-2,-2,-1,-1,-1,-5,0,-2,0,-5,-2,3,-3,0,-3,2,3,4,5,-1,2,-2,1,7,-2,0,0,0,-5,2,-1,13,2,-1,5,-3,-4,-3,2,5,-2,-2,21,10,13,2,-5,26,15,3,-1,-5,-1,-1,-6,4,1,-24,-2,-17,-11,-20,-4,-2,-16
