day,Komkommer,Courgette,SnoepVegetable tomaat,Paprika Mix,Paprika,Geschrapte worteltjes,Basis Sperziebonen,Basis Rode kool met appel,Basis worteltjes fijn,Basis erwten zeer fijn,Basis sperziebonen,Biologische courgette,Biologische Bloemkool,Biologische knoflook,Biologische pompoen,Biologische kikkererwten,Biologische prei,Biologische rode kool,Biologische cherry tomaten,Biologische brocolli,Boerenkool gesneden,Spruiten,Witlof,Rucola,Nasi bami Vegetable,Snijbonen,Buitenbeentjes puntpaprika,Basis Maiskorrels,Wortelen,Pompoen stukjes,Verse zuurkool,Buitenbeentjes komkommer,Buitenbeentjes paprika,SnoepVegetable worteltjes,WokVegetable thais,Mandarijenen,Bananen,Chiquita bananen,Pitloze witte druiven,Zoete kleine appeltjes,Pink lady appels,Pitloze rode druiven,Elstar,Conference,Biologische banane,Citroenen,Mango,Blauwe bessen,Aardbeien,Jonagold,Mandarijnen groot,Mango eetrijp,Buitenbeetjes appels,Limoenen,Granny smith,Grapefruit rood,Kanzi appelen,Basis annanasstukjes,Biologisch wilde bosbes,Biologische rozijnen,Biologische santana appelen,Pitloze druivenmix,Biologische sinaasappelen,Aardbeien ontkroond,Rundergehakt,Gerookte spekreepjes,Spekreepjes,Mini gourmet hamburgers,Unox Gelderse rookworst,Half om half gehakt,Slavinken,Mini biefstukjes,Rundersoepballetjes,Hamburgers,Mini gourmet kipsatespiesjes,Unox Magere rookworst,Biologische spekreepjes,Sappige gelders rookworst,Biologisch rundergehakt,Varkensbraadworst,Runder riblap Iers,rundergehakt,gerookt onbijtspek,rundervinken,half of half gehakt,Gekruide runderchipolata,Mini gourmet slavink,Mini gourmet varkenshaas,Zigeuner gehaktschnitzel,Veluwse rookworst fijn,Runderbraadworst,Spekblokjes,biologische Hamburger,Mager rundergehakt,Biologische gerookte ontbijtspek,Biefstuk,Biologische runderchipolata,Biologische rundersoepballetjes,Kipblokjes,Kipfilet naturel,Krokante Kipfiletschnitzel,Kipfilet,Zaans volkoren heel,Tijger bruin heel,Zaans volkoren half,meergranen volkoren half,Walkdorn heel,Zaans bruin heel,Tijger volkoren half,Tijger volkoren heel,Mais half,Tijger bruin half,Volkoren heel,Meergranen volkoren heel,Tijger wit half,Vloerbrood meergranen,Vloerbrood volkoren ,Casino wit half,Tijger wit heel,Bruin heel,Zaanse sijnder bruin half,Boerenvolkoren sesam heel,Steiv spelt gesneden,Krenten- en rozijnenbrood half,Zaans volkoren ,Atkins laag koolhydraat volkoren brood half,Bolletje Fries roggebrood,Kaneelbroodjes,Biologisch Vloerbrood meerzaden heel,Basic meergranen heel,Basic wit heel,Basic casino half,Basic volkoren heel,Biologisch volkoren heel,Biologisch bruin heel,Glutenvrij bruin,Muesli-notenbrood,Basic roggebrood,Melkbroodjes,Krenten rozijnenwegge,Amandelkrans,Roomboter chocolade brood,Chinois brioche,Vanille muffins (vers),Basic chocolate chip cookies,Oreo,Bakkersspeculaas,Eierkoeken,Ribbelchips naturel,Ribbelchips paprika,Doritos sweet chili
35,45,27,21,21,26,34,18,-99,28,20,21,16,9,14,15,16,13,9,12,14,27,18,29,17,32,24,32,-94,24,35,30,28,37,33,23,20,14,18,20,14,21,19,18,7,14,20,20,30,20,16,13,21,22,11,19,20,15,108,20,20,18,11,10,18,21,8,15,15,34,10,16,11,12,13,7,12,2,14,7,7,10,23,12,10,14,18,10,15,10,15,10,8,3,19,3,13,2,2,6,17,10,17,10,12,18,15,14,17,10,24,17,15,20,16,23,14,15,22,11,17,18,19,12,15,19,17,16,17,21,-7,24,26,9,23,17,12,14,16,15,23,23,12,17,89,33,117,30,100,35,30,-23
38,31,26,33,29,24,27,20,18,29,25,25,10,9,7,7,10,12,10,11,10,31,28,30,24,36,21,25,25,28,23,29,32,29,27,31,29,23,21,26,18,30,27,27,22,11,17,18,32,17,24,22,15,20,16,20,20,23,121,21,10,17,20,17,30,33,11,9,18,32,11,15,10,10,16,11,13,4,7,6,16,8,7,11,9,17,6,6,14,9,11,14,10,0,13,4,15,7,5,14,17,5,13,19,18,18,15,16,20,21,19,17,18,8,19,8,14,19,14,17,15,18,15,16,14,17,14,11,15,17,20,18,14,20,31,21,14,21,24,16,13,17,15,14,116,18,-17,30,108,27,28,-268
42,15,32,16,20,10,22,23,18,20,32,33,8,2,7,8,5,8,10,15,4,43,18,25,25,22,43,16,15,32,29,21,11,19,20,21,16,17,23,24,19,10,17,16,17,7,16,17,33,19,12,25,9,29,9,18,14,16,89,8,9,16,16,7,18,30,14,9,8,30,8,12,12,10,11,16,0,3,15,5,15,7,8,10,11,13,14,11,11,11,11,15,9,4,13,1,16,2,4,12,9,9,12,15,12,12,15,12,12,14,12,16,9,10,17,31,14,14,10,20,19,13,10,15,10,10,15,8,4,10,21,24,28,30,29,6,12,12,23,15,19,9,10,16,100,30,98,35,106,40,40,94
45,21,41,25,33,22,22,23,30,17,17,18,11,9,8,13,13,19,7,17,10,56,16,31,27,33,42,28,27,30,27,24,23,29,19,19,27,23,29,16,26,21,20,9,24,9,16,23,40,11,19,27,24,18,30,22,26,21,92,17,8,15,31,17,28,14,8,17,13,32,15,9,17,17,15,17,4,4,14,6,16,16,11,11,12,20,8,13,15,17,9,11,12,4,14,9,22,3,5,9,9,13,32,12,17,18,21,9,20,14,18,16,11,13,16,27,10,13,19,32,13,12,14,15,13,13,16,9,8,5,20,28,27,23,27,25,14,15,19,12,17,16,14,8,102,22,-431,45,94,29,19,82
49,30,39,16,30,29,32,25,28,21,28,29,12,9,25,21,9,12,14,8,19,15,37,66,20,34,38,29,27,25,30,22,23,30,29,31,37,19,21,23,27,19,22,17,21,19,18,20,45,32,15,26,24,41,16,46,21,13,147,18,11,13,16,16,15,19,25,12,13,30,14,15,15,18,18,17,19,3,18,4,18,16,8,12,18,19,19,13,16,13,14,16,13,1,18,5,18,5,4,23,17,11,15,15,13,16,12,15,18,23,12,18,11,14,15,20,19,15,11,15,19,18,17,18,13,15,30,15,18,21,24,23,30,24,43,39,16,19,32,9,19,25,20,19,112,38,131,51,106,33,31,117
52,28,42,25,29,27,27,15,25,28,25,20,11,12,19,22,10,11,9,16,16,15,27,49,26,28,30,19,27,33,25,27,27,29,25,23,21,22,23,20,22,18,20,14,11,21,24,14,42,32,18,29,21,41,17,40,25,25,119,9,14,6,18,20,17,19,16,12,13,32,11,13,11,12,7,11,19,2,9,8,10,9,21,20,12,15,7,11,19,21,14,15,16,1,15,3,19,3,3,11,7,14,12,14,20,20,16,13,18,13,22,17,17,18,16,14,23,17,5,22,14,16,15,19,14,17,22,13,16,23,15,28,21,22,20,35,22,15,31,4,15,18,14,12,111,36,81,44,107,40,39,82
56,19,13,29,41,34,29,17,16,44,21,19,20,5,13,9,12,8,12,10,14,30,27,24,23,30,25,30,15,28,26,31,21,41,19,27,27,23,10,19,25,26,15,16,29,6,23,13,35,20,20,23,22,27,11,28,18,22,108,11,6,17,25,16,18,32,16,13,15,34,11,22,12,14,12,22,19,4,10,7,11,16,19,21,16,13,13,23,27,17,9,9,19,4,13,4,18,2,1,19,14,13,12,7,9,14,10,16,14,17,17,13,19,24,23,12,14,18,13,14,16,15,18,21,24,13,9,18,14,24,29,24,27,30,18,16,13,17,19,12,17,24,13,16,89,45,172,46,155,38,44,64
59,27,28,31,32,43,21,20,19,15,19,24,25,8,18,18,15,9,15,13,15,29,36,34,18,31,25,33,23,27,27,32,25,28,26,35,27,21,33,22,22,26,25,13,20,21,24,32,40,19,20,26,21,23,24,34,27,16,125,15,21,20,29,26,27,26,13,12,14,34,8,9,14,13,17,18,19,7,11,10,16,6,10,14,15,14,12,18,17,9,12,17,10,4,9,8,13,6,6,9,16,12,11,25,23,18,18,20,11,9,18,18,18,16,16,15,16,11,11,23,17,9,20,11,15,4,4,16,20,31,31,25,28,25,31,27,10,14,26,16,16,20,10,13,85,34,114,32,109,31,30,69
63,30,25,32,21,28,26,23,23,23,26,18,10,8,10,19,9,5,10,10,9,29,24,24,23,24,36,27,22,22,28,34,29,17,22,34,15,11,15,21,13,22,19,29,27,15,14,17,40,16,23,21,27,17,22,28,20,24,98,17,18,22,21,9,26,22,11,13,13,27,12,6,15,15,15,16,10,3,13,12,19,6,13,14,9,11,13,11,12,6,16,10,13,4,12,3,10,4,0,10,18,12,10,15,7,21,13,18,16,14,19,15,13,19,18,10,16,16,14,15,15,20,17,15,12,8,12,8,11,16,24,24,31,20,31,20,13,12,30,11,15,16,13,10,87,30,101,29,77,43,30,106
66,33,29,33,27,27,28,27,17,23,21,24,14,15,9,9,10,19,13,11,15,34,29,24,33,29,26,30,23,33,27,22,34,26,25,32,21,17,31,19,24,21,26,26,23,13,25,19,49,28,23,17,22,21,12,17,19,19,120,15,23,13,24,19,27,26,13,14,15,35,12,14,10,13,15,18,12,6,12,7,7,10,9,11,10,12,11,7,13,11,8,12,21,4,12,3,14,4,4,13,12,13,11,16,15,19,17,20,19,12,22,9,13,18,15,18,8,20,23,17,19,18,14,19,18,8,13,13,18,25,34,26,33,8,32,26,16,16,29,16,12,20,18,10,93,29,94,25,80,27,36,107
70,31,35,28,30,26,27,37,26,25,28,28,16,10,16,15,11,10,4,6,10,30,24,29,30,25,32,27,29,22,24,54,22,23,19,39,14,17,25,22,19,17,32,11,18,22,31,15,24,20,25,18,15,43,20,27,17,11,124,14,11,15,21,16,34,24,14,16,11,30,14,16,16,9,20,11,30,3,16,9,15,12,16,13,14,15,14,17,13,11,11,19,18,4,11,6,18,7,1,14,7,19,7,12,18,15,17,15,19,18,21,19,14,20,12,19,21,12,14,19,13,11,14,14,24,12,15,11,17,21,30,28,24,23,16,25,16,13,27,20,12,15,20,18,122,35,124,47,100,53,37,147
73,28,31,31,28,37,33,25,19,18,24,40,12,14,30,16,13,14,18,23,19,42,17,30,26,51,29,31,32,30,26,53,33,33,29,46,24,31,48,25,25,22,28,20,19,11,63,30,47,26,22,44,24,32,28,30,28,16,123,13,16,19,22,17,41,31,23,18,16,44,14,19,15,12,16,10,27,7,15,11,20,21,16,18,17,13,17,16,16,8,14,18,16,5,12,7,20,4,6,16,15,8,20,17,25,21,18,20,16,18,22,18,21,20,18,25,23,16,16,22,25,19,25,16,21,24,20,22,15,26,15,20,25,22,30,25,17,21,32,8,19,20,20,20,104,23,106,22,83,50,23,140
77,31,28,38,32,21,15,16,37,19,22,23,19,16,16,11,29,7,12,10,16,38,20,26,26,28,28,33,19,16,29,68,28,27,24,26,25,16,26,34,16,28,23,10,22,12,20,23,49,21,27,15,43,24,30,25,19,18,137,25,20,16,23,10,20,34,36,15,14,34,9,15,10,30,18,11,14,4,12,6,12,13,18,17,16,9,12,20,7,22,15,19,11,5,14,5,15,6,2,15,10,14,15,13,11,15,21,17,18,14,18,22,13,15,28,15,12,22,14,16,18,18,20,22,16,15,17,12,17,26,25,27,29,25,19,25,17,20,21,13,17,20,18,11,150,44,121,50,132,35,53,109
80,29,30,35,31,29,29,20,41,17,25,18,13,14,20,11,22,18,9,15,9,19,32,27,36,34,29,27,21,24,39,63,16,37,27,33,29,21,33,37,27,31,26,21,25,20,29,23,42,23,19,31,39,29,16,26,25,27,152,22,9,13,24,16,27,30,30,13,21,27,16,16,14,23,12,13,11,3,9,11,9,9,16,13,10,19,12,14,13,15,17,14,5,5,11,1,10,4,6,37,11,12,13,15,16,13,17,20,7,17,18,14,15,13,23,13,17,19,16,14,25,15,19,10,19,17,16,8,15,20,28,26,29,33,30,38,27,11,21,16,14,20,23,23,98,35,98,36,88,31,36,88
84,35,20,30,36,30,31,17,33,18,33,27,17,16,20,18,17,22,8,19,17,38,38,32,27,34,28,61,30,28,25,34,23,34,19,40,24,18,19,17,25,24,20,20,24,15,26,20,66,23,28,19,16,19,27,30,22,24,144,16,16,14,26,8,28,26,19,14,13,34,18,17,7,8,38,16,12,4,15,4,12,14,17,14,29,15,30,14,21,12,17,17,10,2,12,2,10,4,4,20,18,14,18,20,12,22,23,21,23,14,14,24,21,17,20,14,16,17,14,15,17,24,19,18,19,17,22,18,13,36,57,10,16,57,36,37,14,22,18,14,18,20,19,18,91,39,90,48,214,33,45,92
87,35,30,29,48,29,30,18,27,28,23,17,16,12,10,14,11,8,13,14,13,28,19,33,31,33,28,47,15,28,28,28,33,28,27,23,23,26,25,24,27,34,30,18,14,21,27,20,59,18,19,25,19,26,22,17,27,20,118,12,9,14,15,13,19,17,15,11,11,27,6,15,11,13,19,14,9,3,9,11,13,10,12,9,22,8,20,11,14,11,12,11,12,7,12,3,13,4,3,18,12,13,10,21,4,14,19,18,20,17,15,15,21,14,11,14,18,21,19,17,17,13,17,15,11,21,17,12,17,32,32,7,19,34,23,24,12,18,12,19,15,20,16,14,76,31,86,30,174,37,30,94
91,24,33,35,31,33,34,23,26,30,18,20,18,23,11,15,16,10,13,14,19,16,28,37,23,35,23,22,20,28,30,38,30,24,23,36,11,18,18,27,20,20,24,18,20,18,26,27,44,13,14,26,14,25,21,24,17,22,128,12,19,16,18,20,23,24,8,14,9,14,13,19,15,14,12,19,14,5,9,8,11,10,12,10,10,16,14,13,11,11,10,12,11,4,13,4,16,5,3,13,15,15,13,21,10,10,9,21,8,9,16,13,16,14,18,19,15,12,19,19,13,13,21,10,13,13,14,18,11,22,21,18,25,23,26,26,9,15,27,13,14,20,14,19,96,39,104,34,102,29,41,125
94,25,28,20,38,29,29,14,28,19,13,17,12,13,11,11,6,8,8,17,15,19,28,24,23,27,27,29,16,24,22,22,26,33,27,22,15,13,15,19,24,21,23,30,27,17,26,23,41,24,25,19,18,18,19,22,20,21,113,12,21,13,34,17,28,29,14,14,11,14,11,12,12,13,11,17,10,5,13,12,12,15,18,4,13,14,14,9,12,14,6,14,8,0,13,2,17,5,3,9,19,13,8,17,17,10,18,9,17,15,18,14,20,13,9,17,21,15,15,24,21,9,14,19,19,17,20,14,17,24,22,16,27,20,39,21,20,14,12,20,15,17,11,14,94,21,91,24,113,38,28,80
98,24,32,27,27,26,25,31,16,23,16,27,9,17,22,13,12,13,11,6,12,21,29,28,25,23,29,29,19,33,27,27,21,26,28,32,21,22,5,18,22,21,9,23,18,17,23,21,43,13,29,15,15,16,13,19,16,28,126,21,15,16,19,10,24,22,12,9,16,25,8,12,9,20,11,14,8,5,13,8,9,14,10,10,15,11,14,10,17,10,12,13,15,4,14,1,15,7,5,21,13,12,12,17,15,16,13,21,12,18,19,12,15,6,14,19,12,13,11,14,13,15,11,20,20,15,14,13,13,33,26,25,15,21,32,36,8,18,19,20,12,16,20,13,110,37,85,32,87,23,15,69
101,55,44,42,22,36,29,22,18,40,25,29,21,11,11,10,20,23,15,11,11,39,30,31,31,40,25,25,33,26,43,28,23,28,35,31,24,16,5,25,22,32,29,28,27,25,25,23,60,28,24,28,23,26,38,29,28,25,140,16,19,18,25,12,28,33,9,16,19,35,11,8,12,17,17,18,10,3,15,11,31,14,19,22,16,19,9,17,12,13,13,14,27,8,13,4,18,3,4,15,15,13,10,24,18,22,16,23,24,15,25,8,22,4,20,14,18,16,29,11,9,16,21,27,27,7,20,24,14,22,27,17,24,21,32,35,23,17,26,17,21,21,17,26,153,35,117,47,91,28,30,136
105,21,15,31,52,57,24,26,31,23,18,33,13,23,16,17,14,16,15,17,4,21,18,26,12,21,17,48,18,27,40,23,24,29,21,23,17,18,24,34,24,17,22,19,13,22,23,23,34,15,29,24,19,20,19,13,16,24,121,11,22,11,25,17,20,24,17,18,13,18,20,11,19,14,8,5,11,3,14,7,14,14,15,14,16,18,18,14,7,14,15,18,14,4,6,3,19,11,3,15,14,8,13,12,20,13,9,14,29,12,16,14,18,13,15,18,18,20,14,16,17,14,22,14,14,10,13,15,12,23,25,25,31,22,21,31,20,19,25,19,18,20,16,13,121,34,108,30,133,39,48,130
108,30,30,37,51,64,34,36,22,28,31,17,13,13,6,10,8,7,10,14,21,34,25,30,25,29,32,71,22,33,37,27,36,38,32,30,24,33,24,35,37,22,32,30,31,17,22,23,66,32,63,36,28,41,38,27,40,34,123,13,20,15,31,23,28,28,19,15,22,29,28,4,6,20,22,24,23,8,18,10,21,24,17,4,11,19,18,14,16,13,15,16,13,7,16,0,17,3,6,15,18,7,15,20,21,18,16,17,30,26,19,19,19,18,23,18,12,22,25,10,21,13,22,22,21,22,17,20,18,26,17,30,24,22,32,36,14,19,24,19,21,20,10,18,109,33,100,36,103,33,34,118
112,19,32,26,32,20,32,33,25,32,30,29,28,14,16,15,18,18,25,11,18,24,38,26,26,30,25,22,30,74,26,33,34,20,23,51,22,28,24,22,17,21,24,15,25,20,27,18,45,21,17,17,15,31,55,29,26,16,143,18,22,16,24,19,14,29,13,11,9,43,17,11,29,32,11,11,12,2,14,10,24,12,8,16,21,22,15,12,18,15,15,13,14,3,15,6,19,4,4,15,11,12,20,30,18,10,15,15,16,23,18,19,24,15,16,14,17,16,19,14,20,26,20,21,13,12,14,14,22,28,26,58,22,27,35,24,19,12,22,14,14,16,12,15,105,27,142,68,106,60,26,109
115,31,33,32,31,30,16,22,25,18,25,16,20,16,16,17,11,19,35,6,17,29,31,31,37,28,32,43,26,63,30,35,39,33,36,59,18,32,24,33,31,36,27,27,26,20,21,19,59,32,31,19,22,33,25,28,32,32,133,18,15,27,26,21,25,28,13,16,11,33,22,21,20,22,17,14,18,8,12,13,10,12,7,17,14,20,15,16,18,14,18,13,19,5,25,8,14,7,3,15,15,17,16,33,21,28,23,22,22,20,19,24,20,17,26,26,17,16,22,20,17,19,22,14,22,23,24,23,17,37,28,51,19,20,42,32,21,12,20,19,13,24,21,13,106,26,105,45,110,43,21,92
119,24,27,22,20,22,22,19,19,37,20,27,14,8,11,7,15,7,4,9,15,34,34,21,30,26,31,24,19,23,24,19,33,24,20,23,23,17,22,22,16,16,21,10,11,7,13,14,31,20,17,13,19,18,15,18,18,16,104,16,17,12,16,8,17,22,10,10,17,22,10,11,12,9,11,18,8,0,14,3,10,10,15,14,12,13,9,14,11,10,14,13,6,0,11,2,9,4,2,8,14,15,11,17,7,7,9,12,15,14,24,14,11,12,8,13,10,16,17,10,10,15,19,16,13,10,14,12,9,26,29,27,27,31,18,26,21,12,25,7,15,14,15,23,85,35,88,34,76,37,32,135
